channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,Shohei Ohtani press conference: Dodgers star says he &quot;never bet on baseball or any other sports&quot;,2024-03-25T22:10:22Z,XDes_CTtN_w,78772,698,458
ABC News,LIVE - Los Angeles Dodgers&#39; Shohei Ohtani addresses media for first time since interpreter fired,2024-03-25T21:58:35Z,dNB03n4XN8E,19323,132,59
ABC News,"Diddy&#39;s Los Angeles and Miami homes raided by federal agents, authorities say",2024-03-25T21:29:01Z,Ehrl1rdicxs,957330,8948,3553
ABC News,Shohei Ohtani now part of MLB gambling investigation amid interpreter’s scandal,2024-03-25T14:45:03Z,MCa-6sUirrM,25182,183,137
ABC News,"Moscow concert massacre: At least 137 killed, hundreds more wounded",2024-03-25T14:08:53Z,GFMpHAmHv9s,65054,611,338
ABC News,Car drives through tornado in Kansas,2024-03-25T06:03:34Z,G6geGH8YezE,65939,1281,38
ABC News,Mountain lion attack in Northern California,2024-03-25T03:45:00Z,D9HA801ROc4,76066,623,407
ABC News,A day of mourning in Russia after concert hall attack,2024-03-25T02:45:00Z,0PtaT0jbJ_s,43550,327,266
ABC News,"ABC World News Tonight Full Broadcast - March 24, 2024",2024-03-25T02:00:28Z,r_EHMP7noFI,509434,4810,648
Fox News,‘The Five’ reacts to Trump’s New York court victory,2024-03-25T22:45:01Z,gttrJ-VcD1Q,912597,22134,7697
Fox News,Kevin O&#39;Leary reacts to Trump bond reduction: &#39;Thank goodness adults came to the rescue&#39;,2024-03-25T21:15:01Z,OJCN4z6-BO0,918832,16365,3529
Fox News,Trump torches NY judge after bond reduction: &#39;A disgrace to this country&#39;,2024-03-25T16:19:33Z,PuOhmOJ0MV8,879574,23169,8888
Fox News,Appeals court slashes Trump&#39;s bond to $175 million in civil fraud case,2024-03-25T15:40:12Z,OS8xac1xLMw,417834,13124,5860
Fox News,Border chief issues chilling warning: Keeps me &#39;up at night&#39;,2024-03-25T14:30:11Z,ZiJQAB6WKXU,248586,6316,
Fox News,"Kamala Harris claps to song in Puerto Rico, unaware it’s a jab at her #shorts",2024-03-25T13:00:37Z,d9yxQ5WkYTM,272674,10484,963
Fox News,Defiant Fani Willis sends &#39;surprising&#39; message to Trump,2024-03-25T13:00:23Z,Vs0N7lm8hD4,420302,7690,3427
Fox News,James Comer: This won’t play well for Biden,2024-03-25T08:00:12Z,TlSfnv4qh2Q,60940,2034,849
Fox News,The left can’t handle Trump the ‘standup’: Gutfeld,2024-03-25T01:00:27Z,qGvNfMAcpsY,359438,23553,888
Fox News,&#39;This is not America&#39; - Kevin O&#39;Leary&#39;s plea to global investors amid NY chaos,2024-03-25T00:30:30Z,kjelqqD3u24,367145,30201,1286
CNN,Videos show federal agents raiding Sean &#39;Diddy&#39; Combs&#39; homes,2024-03-25T22:39:31Z,2magXCdfMHc,2243988,13811,6682
CNN,Bomani Jones shares concern on the explosion of sports betting and its appeal to kids,2024-03-25T22:30:06Z,rBydMHT8tVU,13336,177,58
CNN,&#39;I know what it cost me&#39;: Niecy Nash explains viral Emmy moment,2024-03-25T21:30:04Z,n9IrowRkGFE,16593,242,46
CNN,John Dean explains why he thinks it&#39;ll be harder for Trump to ‘beat up on’ the court now,2024-03-25T20:33:56Z,1ZtA5iIYgrw,343430,3758,1359
CNN,Trump snaps at reporter over campaign funding question. Here are the facts,2024-03-25T18:16:45Z,DuvO8dcV6xk,421131,6818,3970
CNN,Trump arrives at New York court for hearing in hush money criminal case,2024-03-25T16:53:57Z,QXRAtFy0uj0,76174,1837,606
CNN,Fire pours out of exhaust funnel of Carnival cruise ship,2024-03-25T16:31:25Z,o876Gkh7HLU,105145,1579,68
CNN,Moscow terror attack suspects dragged into court,2024-03-25T15:57:31Z,-7_lRMGwUm0,294270,8759,470
CNN,Judge raises his voice while questioning Trump&#39;s attorneys,2024-03-25T15:28:58Z,Rj55jH34lSI,1165927,17692,4122
CNN,Charles Barkley: Millennials ruined the NBA,2024-03-25T15:00:08Z,8FjvJxxlFtI,83914,1203,468
CNN,See what Moscow attack suspects looked like when they arrived at court,2024-03-25T14:04:06Z,WkEjIcxMSFE,505262,4031,3596
CNN,Russia expert explains why Putin treated US warning about possible terror attack as &#39;blackmail&#39;,2024-03-25T12:03:19Z,4X6H66ZqfTU,204764,2033,975
CNN,Chuck Todd rips NBC News for hiring former RNC chair Ronna McDaniel,2024-03-25T00:25:05Z,Im2ecjioNvw,597358,8551,4365
NBC News,Shohei Ohtani says his interpreter has been &#39;stealing money&#39; and &#39;telling lies&#39;,2024-03-25T23:30:04Z,O0uvy8YUKEI,39934,316,230
NBC News,Feds raid home of Sean ‘Diddy’ Combs after 2022 shooting allegation complaint surfaces,2024-03-25T22:30:04Z,Skgos6Z4RZg,324878,2555,1210
NBC News,Mom saves daughter from attempted kidnapping,2024-03-25T21:45:02Z,zvswIBP-Wls,17353903,1405156,15379
NBC News,"Johnson needs to compromise with Democrats to retain speakership, Rep. Quigley says",2024-03-25T21:30:04Z,foXBM40IvO8,26564,301,73
NBC News,Boeing CEO and other executives to step down amid ongoing investigations,2024-03-25T18:30:41Z,vb_SmaZ2o5U,44904,446,322
NBC News,Moscow mass shooting suspects appear in court,2024-03-25T11:30:23Z,VFLqaLhJn9c,188976,1195,1284
NBC News,Video shows woman plucked from Los Angeles River during Spring storm,2024-03-25T11:00:36Z,d2_xzjOJg_M,8590,90,16
NBC News,"A modern-day woolly mammoth may be just a few years away, biotech company says",2024-03-25T03:00:02Z,1hCZ0UFsfdU,55110,1084,553
NBC News,Nightly News Full Broadcast - March 24,2024-03-25T02:00:31Z,yv2WcM_oMEI,719871,6852,1103
NBC News,Mom fights off daughter’s would-be kidnapper down 4 flights of stairs,2024-03-25T01:30:14Z,KwRtibhC9CY,3315724,60992,8859
NBC News,Spring snowfall blankets parts of the country,2024-03-25T01:00:19Z,W8wcHIjLsxI,8580,55,15
NBC News,Fire breaks out on Carnival cruise and 2 crew members killed aboard Holland America ship,2024-03-25T00:30:12Z,QviozUrhhTs,164628,1171,256
NBC News,Grandma says she survived Hamas terror attack by mentioning Messi,2024-03-25T00:08:31Z,uPh0C4JUtj8,24367,698,54
NBC News,"K9 Deputy saves K9 after jumping off freeway in Brevard County, FL",2024-03-25T00:07:20Z,FRDsHnTP_xM,55834,1024,54
NBC News,Death toll climbs as Russia holds day of mourning for terror attack victims,2024-03-25T00:00:15Z,Za3dIpO-ucw,89165,345,292
BBC News,Donald Trump fraud bond cut to $175m | BBC News,2024-03-25T22:26:08Z,Wxva3M00VB4,96106,867,1013
BBC News,Trump hush-money trial date set for 15 April | BBC News,2024-03-25T20:22:10Z,81aVpu-aCbs,35443,374,353
BBC News,Boeing boss to leave as firm faces safety crisis  | BBC News,2024-03-25T18:00:03Z,7goRcrFKs3U,153735,1190,620
BBC News,History-making runner says she did Barkley Marathons to inspire women. #BBCNews #Shorts,2024-03-25T17:00:27Z,Rp3DzrnkwIQ,30391,1003,62
BBC News,Senegal’s opposition leader leads race for presidency | BBC News,2024-03-25T15:42:42Z,G8ZFo4u2RsM,59745,640,60
BBC News,UN Security Council calls for &#39;immediate ceasefire&#39; in Gaza after US abstains from vote | BBC News,2024-03-25T15:31:27Z,2WfzxjZQ6M0,186176,2617,2307
BBC News,On board Royal Navy ship as it faces Houthi attacks | BBC News,2024-03-25T13:02:55Z,IVXzBoyvXDA,1410024,9537,1865
BBC News,Russia concert hall attack suspects dragged into Moscow court. #Shorts #BBCNews,2024-03-25T10:15:02Z,2tOkgBnojG0,8053431,158589,9460
