channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,20/20 ‘Ruby Franke: From Momfluencer to Felon’,2024-03-23T18:00:13Z,XnJiWKgPbpc,3972379,29151,4459
ABC News,Over 100 killed in attack on Russian music hall,2024-03-23T15:21:58Z,ilAVE6UHSNU,119379,1416,762
ABC News,Genetically edited pig kidney transplanted into living human,2024-03-23T10:00:09Z,DB2UChDddmY,7419,103,31
ABC News,What to know about Princess Kate’s cancer diagnosis,2024-03-23T04:00:33Z,nsz29C3oZ_I,7489,87,33
ABC News,"LIVE: ABC News Live - Friday, March 22",2024-03-23T03:36:56Z,fl74uK8HVzI,108575,695,
ABC News,Orphaned bobcat kittens welcomed at New Orleans zoo,2024-03-23T03:04:10Z,JG3GmNys4S4,626433,19622,111
ABC News,"ABC World News Tonight with David Muir Full Broadcast - March 22, 2024",2024-03-23T02:05:35Z,Q2eJAGTf564,524157,5047,864
ABC News,Princess Kate reveals cancer diagnosis,2024-03-23T00:39:02Z,VhQTZ4Q8g_c,26486,278,122
Fox News,Pennsylvania Dem claims he is not a progressive #shorts,2024-03-23T18:15:02Z,UpKR744UH-k,152691,4691,480
Fox News,"Trump’s NY case could ‘collapse’ the US justice system, fmr US AG says",2024-03-23T17:15:03Z,rA6oRFcIGxU,681004,14798,5199
CNN,Here’s what’s next for Princess Catherine after cancer diagnosis,2024-03-23T23:03:54Z,R6t9epGV2G4,148212,1384,811
CNN,&#39;The train is coming&#39;: Fani Willis has warning for Trump in wake of hearing to try to oust her,2024-03-23T20:38:15Z,qKdkUHZJPxk,563645,7739,4911
CNN,Olivia Colman talks new movie based on scandal that rocked Britain,2024-03-23T19:45:00Z,ZTzjZ99ETBs,97262,946,73
CNN,Hear why this doctor thinks so many people are unhappy,2024-03-23T18:30:03Z,4hGTUVcpBc0,680677,11901,2425
CNN,Putin responds to Moscow terror attack,2024-03-23T18:02:25Z,I-j3xYwnzg4,84703,2074,668
CNN,Is your car spying on you?,2024-03-23T16:00:01Z,aHhx8mMUV2o,25063,405,270
CNN,Putin has been silent about the concert hall attack. Retired general has theory why,2024-03-23T02:17:37Z,GGUT9jUX6Lg,465310,5321,3147
NBC News,Death toll rises and new details emerge from Moscow concert hall terror attack,2024-03-23T23:30:10Z,xSpGXmXRyjg,476298,4041,2175
NBC News,"Meet Jonathan, the oldest tortoise in the world",2024-03-23T16:00:20Z,TJZ5ebVnpVw,126656,440,65
NBC News,Hundreds step out to cut their hair for charity during &#39;The Great Cut&#39;,2024-03-23T04:30:26Z,rBFxAByQQhw,10370,63,4
NBC News,Nightly News Full Broadcast - March 22,2024-03-23T03:35:51Z,PRPxLfVt-Ek,618280,6330,1074
NBC News,Public library launches &#39;March Meow&#39;ness&#39;,2024-03-23T03:13:24Z,vXP6CXpvqT4,4320,234,18
NBC News,Stay Tuned NOW with Gadi Schwartz - March 22 | NBC News NOW,2024-03-23T03:10:37Z,xDow3_kJ6uQ,88518,395,88
NBC News,Doctor explains Princess Kate&#39;s preventative chemotherapy treatment,2024-03-23T03:00:22Z,MIp2eKxa1bQ,40240,341,101
NBC News,Top Story with Tom Llamas - March 22 | NBC News NOW,2024-03-23T01:58:33Z,7uI9UH4IUcY,69775,443,36
NBC News,Police struggle to regain control of Haiti&#39;s capital,2024-03-23T01:30:17Z,HRrucLHJICc,130068,646,260
NBC News,Body of Missouri college student found in Nashville,2024-03-23T01:00:19Z,o4PGTWRhKUs,32646,225,78
BBC News,What is the iron lung and how does it work? | BBC News,2024-03-23T16:00:00Z,-0L8mHUHzPk,45457,775,113
BBC News,Vladimir Putin claims Moscow attackers caught &#39;trying to escape towards Ukraine&#39; | BBC News,2024-03-23T14:01:13Z,JSO7fBD1qUg,574746,9698,5730
BBC News,Why are scientists making ‘moon dust’? | BBC News,2024-03-23T12:00:30Z,OJd3ks6XXZk,46215,536,112
BBC News,Anthony Mackie talks all things Twisted Metal. #Shorts #TwistedMetal #BBCNews,2024-03-23T11:00:21Z,Jhabg9T1dqw,19697,376,4
BBC News,Moscow concert attack: Arrests after at least 93 people killed | BBC News,2024-03-23T09:44:39Z,MiVdZ2f4XRc,582692,5800,4426
Al Jazeera English,"Is TikTok ban about national security, Gaza censorship – or something else? | The Listening Post",2024-03-23T10:54:33Z,GTTvVh1NNwo,45527,1286,538
Al Jazeera English,Palestinians in Gaza hope for a truce announcement,2024-03-23T08:40:59Z,GEpxr2_LJPU,39620,883,294
