channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,Smoke billows from roof of 72-story building in Lower Manhattan,2024-03-20T23:49:13Z,Ww6Eb6Epvbg,17495,308,11
ABC News,Federal appeals court puts hold on enforcement of controversial Texas law,2024-03-20T23:34:03Z,ddk4ElQoM-8,87875,256,562
ABC News,Are Americans less happy?,2024-03-20T23:24:16Z,hUf2QgsCH2Q,13909,104,174
ABC News,Game warden comes face-to-face with large black bear trapped in car,2024-03-20T22:15:00Z,9kTkui4y6Ew,1933585,68651,1726
ABC News,3 children allegedly rob Houston bank,2024-03-20T21:30:34Z,HLOBqVA9ijQ,26347,271,207
ABC News,What we learned about long COVID 4 years later,2024-03-20T21:04:31Z,9kJ5GWb2wzw,10827,158,101
ABC News,Cherry blossoms blooms in the nation&#39;s capital as spring arrives,2024-03-20T20:57:32Z,VSbEMImvMMM,34323,1523,36
ABC News,"Manhunt underway after Idaho inmate escapes hospital, leaving 3 officers shot",2024-03-20T19:37:48Z,Cms2x1N-KcU,133375,1866,677
ABC News,House Republicans push ahead with impeachment inquiry into President Biden,2024-03-20T18:53:16Z,HAIvzC_WpPs,21169,193,320
ABC News,The Federal Reserve announces interest rates to remain unchanged,2024-03-20T18:49:10Z,Etb9OYexgyQ,55165,195,200
ABC News,Daniel Penny to stand trial in October for subway chokehold death,2024-03-20T18:34:25Z,bmgrrEM0M8I,5567,49,282
ABC News,Armed gangs launch new attacks in Haiti,2024-03-20T18:15:11Z,PCeo6LXqYiU,71156,1528,191
ABC News,New Orleans bus driver speaks out after saving kids from burning bus,2024-03-20T18:02:16Z,Loh3ncXVWJM,11244,364,49
ABC News,Man sips coffee while police pursue suspect across yard,2024-03-20T17:14:34Z,rSTG62_Z_gY,71483,2162,138
ABC News,March Madness bracket predictions: Tips on participating,2024-03-20T17:00:45Z,vmYC9u1H35k,1996,16,8
ABC News,Democrats call Lev Parnas as witness in Biden impeachment probe,2024-03-20T16:31:33Z,eLsgP7Gh1lM,17335,239,139
ABC News,Beyonce says country album &#39;was born out of an experience ... where I did not feel welcomed&#39;,2024-03-20T16:00:05Z,2oenly3Nzgg,6247,77,45
ABC News,Kate Middleton&#39;s medical records reportedly involved in data breach at London Clinic,2024-03-20T15:45:05Z,z4tJofiTk8Q,7418,51,28
ABC News,Mississippi ex-officers sentenced to 20 years for racist torture of two Black men,2024-03-20T15:15:02Z,rSOayHsMpNc,87824,1626,1015
ABC News,Trump-backed candidate Bernie Moreno projected to win Ohio GOP Senate primary,2024-03-20T15:10:41Z,SDVAjJgzgsU,4654,32,135
ABC News,Netanyahu defies Biden and vows to launch military operation in Rafah,2024-03-20T15:00:27Z,KkfyfodCrvk,5061,40,72
ABC News,Nonprofit working to rescue Americans in Haiti says it doesn&#39;t have the resources to save everyone,2024-03-20T14:58:11Z,zS3rgjzCYmI,11059,81,70
ABC News,Utah woman&#39;s mother possibly &#39;involved in planning and orchestrating&#39; alleged fatal poisoning,2024-03-20T14:09:36Z,t_rKBLBv6rg,9179,106,34
ABC News,Family of missing college student pleads for his safe return as search enters its second week,2024-03-20T12:59:12Z,NX4UWnukDf0,19276,194,133
ABC News,Court halts Texas immigration law hours after Supreme Court declines to intervene,2024-03-20T11:01:42Z,iv1IGaaSET0,82412,471,812
ABC News,Out-of-control Ferrari crashes near jogger - ABC News,2024-03-20T10:17:41Z,Zu7LYlN7r6I,229166,3952,217
ABC News,NPR correspondent tells ABC News why she left the evangelical faith and its close ties with the GOP,2024-03-20T06:00:31Z,za_e9kYcE9k,161420,2659,1031
ABC News,"LIVE: ABC News Live - Tuesday, March 19",2024-03-20T03:33:20Z,pwmfGlwMW5c,87100,684,
ABC News,&#39;The Asteroid Hunter&#39; unpacks the details of a rare asteroid heading towards Earth,2024-03-20T03:30:11Z,IVKuunnHGGY,161400,727,209
ABC News,Growing humanitarian crisis in Haiti,2024-03-20T03:00:09Z,B2NYjQeuA48,7294,54,37
ABC News,Rep. McCaul recaps grilling of generals over deadly withdrawal from Afghanistan,2024-03-20T02:30:31Z,lFyr2nxldlA,24778,133,70
ABC News,"ABC World News Tonight with David Muir Full Broadcast - March 19, 2024",2024-03-20T02:19:07Z,eStJRCgUuMc,611477,5257,933
ABC News,Gang warfare intensifies in Haiti,2024-03-20T01:40:00Z,Rk-iBLY6K3w,14660,108,58
ABC News,Ex-Trump adviser reports to prison,2024-03-20T01:25:00Z,1iZOhdA7gU8,32291,336,283
ABC News,Photo agency says a  previous royal family photo was altered,2024-03-20T01:12:56Z,WCvftK8RxdI,6521,36,27
ABC News,ABC News Prime: Supreme Court allows Texas&#39; strict immigration law for now; Today’s primary races,2024-03-20T00:36:36Z,FCJdcH64094,28421,268,
ABC News,FBI arrests three Houston bank robbery suspects between the ages of 11 and 16,2024-03-20T00:06:00Z,bcGRnx6iV4s,53930,1694,213
Fox News,&#39;The Five&#39;: Biden launches new smear against Trump,2024-03-20T23:20:00Z,_91tuTZk0zE,353418,6099,2538
Fox News,Judge Jeanine: Hunter Biden was a foreign agent,2024-03-20T22:15:02Z,haNCt5zB_-A,214831,8535,2296
Fox News,Trump lawyer: This is complete injustice,2024-03-20T21:30:02Z,HSKpb55WujA,434350,9432,6144
Fox News,Ex-Hunter associate details 45-minute meeting with Joe Biden,2024-03-20T20:45:02Z,f1Nwz4NK28M,181925,4180,1165
Fox News,Greg Gutfeld: Is a person woke because their brain is broke? #shorts,2024-03-20T20:15:02Z,k2uGWi42rFY,40785,2913,123
Fox News,Hunter Biden’s ex-business partner testifies as president&#39;s son skips hearing,2024-03-20T20:16:35Z,8a2EaXFfSKE,325470,5179,1147
Fox News,Joy Behar scolds men for not applauding Kavanaugh accuser,2024-03-20T20:00:30Z,ik1XBUBqhNw,105052,2097,
Fox News,Sean Hannity: Biden&#39;s trip is not going well #shorts,2024-03-20T19:15:01Z,iZUOyYnPLm4,161794,7163,818
Fox News,Jonathan Turley: This was ‘incredibly disgraceful’,2024-03-20T19:15:01Z,_zvhurItVA8,629461,11006,1186
Fox News,"Bill Hemmer: If this polling is right, Biden won&#39;t win a second term",2024-03-20T18:30:09Z,BKfdks3qMyc,129219,2701,1564
Fox News,Gold Star father says Blinken must resign: &#39;Something has to change&#39;,2024-03-20T17:45:00Z,58T1QmNni7U,18400,644,326
Fox News,Will Bobulinski testimony finally take down the Biden crime family?  | Will Cain Show,2024-03-20T17:09:22Z,G1kNml__v9k,18964,611,149
Fox News,Jesse Watters: The Bidens blatantly lied about this,2024-03-20T17:00:16Z,E8Gqg9ucwmY,54049,1786,575
Fox News,Georgia judge allows Trump team to appeal Fani Willis ruling,2024-03-20T16:15:00Z,HKkQwLr9j1E,216292,5335,1234
Fox News,South American &#39;burglary tourists&#39; hit homes across US,2024-03-20T15:30:12Z,rKJaLJOh1MY,346880,6907,2247
Fox News,Trump reacts to Mike Pence declining to endorse him: ‘Couldn’t care less’ #shorts,2024-03-20T15:00:42Z,iNExZaIDqdY,374419,39446,3022
Fox News,"AOC constituents rage over crime, migrants: &#39;Can&#39;t walk around after 7pm&#39;",2024-03-20T14:45:00Z,KWpZKeB_iTM,699685,11064,5385
Fox News,Obama-era judge slammed for ruling illegal immigrants have gun rights: &#39;Nuts&#39;,2024-03-20T14:00:46Z,ttWKgX_I5us,89263,2327,1285
Fox News,&#39;She&#39;s a liar&#39;: AOC ripped by residents of her &#39;third world&#39; district,2024-03-20T13:15:03Z,VHemSMPMXZE,553561,11742,3805
Fox News,Biden struggles on the campaign trail #shorts,2024-03-20T13:00:32Z,QBpFgBvSexY,171505,4691,1324
Fox News,Marco Rubio: Liberals are &#39;playing with fire&#39;,2024-03-20T12:30:34Z,ggWbErGFWBw,29942,1107,474
Fox News,Lawyer who blew lid on Willis-Wade relationship reveals new leads,2024-03-20T11:45:03Z,e_CWSdvOahI,544373,11205,2105
Fox News,"Joe Biden is the Biden family&#39;s &#39;closer,&#39; GOP rep. warns",2024-03-20T11:00:22Z,T-6RwUNvmco,21602,605,398
Fox News,Texas immigration law on hold again after SCOTUS allows it to go into effect,2024-03-20T10:15:02Z,PJZrOGIuQlQ,142421,1472,1108
Fox News,Elon Musk debates Don Lemon on illegal immigrants affecting elections,2024-03-20T09:30:27Z,wlLOPb9qGC8,387400,6732,1961
Fox News,Biden owns everything that took place in Afghanistan: Gen. Keane,2024-03-20T09:00:17Z,EVxBTMGdN2w,65681,2671,982
Fox News,Supreme Court gives temporary win to Texas on border crisis,2024-03-20T08:30:10Z,_8vUKbkAXsw,70866,1153,438
Fox News,"Hunter Biden criminal referrals may be next, says top Republican",2024-03-20T08:00:28Z,xt5V57kYzAk,57393,1226,401
Fox News,Texas Lt. Gov. Dan Patrick: We&#39;re being invaded,2024-03-20T07:30:03Z,6dlXQEizvWU,42082,666,323
Fox News,Jesse Watters: &#39;These are people with emotional issues&#39; | Will Cain Show,2024-03-20T07:00:21Z,X-P047aj3HE,94420,2502,311
Fox News,Bryan Dean Wright: This is a rebranding of the deep state,2024-03-20T06:30:05Z,AyoskxKhfC0,14592,660,154
Fox News,Tim Scott: This is the plot of the radical left,2024-03-20T04:30:01Z,4zSLuOeyIAE,47585,1964,598
Fox News,Gutfeld: This NBA star is blaming his air mattress for his poor performance?,2024-03-20T03:30:15Z,j4GFxq5lCEU,120690,3877,286
Fox News,Sean Hannity: Biden&#39;s tour isn&#39;t going well,2024-03-20T02:30:23Z,UxcoBOwENqU,144800,5453,1535
Fox News,Jesse Watters: We&#39;re witnessing the beginning of another coup,2024-03-20T01:40:40Z,uWG3zFPeNew,378341,17238,3494
Fox News,Laura Ingraham: No one is taking responsibility for this,2024-03-20T00:30:07Z,9vPcMWuVxcw,177366,5394,1067
CNN,&#39;It is simple. You name the crime&#39;: AOC has contentious exchange with Biden probe witness,2024-03-20T22:30:07Z,r2QkMQyPbno,330076,4740,4839
CNN,See how Trump is fundraising off bond deadline,2024-03-20T21:52:37Z,3PMsw_3O1mU,217674,2490,1063
CNN,Melania Trump is asked if she&#39;ll return to the campaign trail. Hear her reply,2024-03-20T21:02:15Z,EC7pJBl7YZs,156604,1422,1044
CNN,Judge sentences mom for ‘ultimate act of betrayal.’,2024-03-20T17:52:39Z,uN9UhPkWd7k,1628675,89310,4731
CNN,Could Trump be forced into bankruptcy? Hear why former investment banker thinks so,2024-03-20T17:48:10Z,7ivqMyVm4oE,754095,9185,3902
CNN,Lawyer who exposed Fani Willis speaks out,2024-03-20T17:16:30Z,DSYRD2aKUUg,96274,1795,2391
CNN,"Men are taking this class to become better husbands, brothers and sons",2024-03-20T15:44:14Z,ELp8vJByyOI,11380,217,181
CNN,Samsung Galaxy S24 Ultra vs. iPhone 15 Pro Max,2024-03-20T15:00:47Z,mpe5eMbVZJo,25918,166,64
CNN,‘That sounds like ethnic cleansing’: CNN questions lead figure in Israel’s settler movement,2024-03-20T13:38:51Z,FkXJwErm8DM,464759,9278,9220
CNN,Top US Economist: AI will &#39;destroy employment in some areas&#39;,2024-03-20T11:15:03Z,RHqR99N8nIw,44493,611,304
CNN,Why Gaetz says he&#39;s campaigning against fellow Republicans,2024-03-20T10:00:30Z,gM2Abz3u-o4,79136,1088,840
