channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,FAA probing close call between plane and air tower,2024-04-04T23:52:09Z,PxEDllZYDM4,25891,80,24
ABC News,Alligator slowly crosses road in South Carolina,2024-04-04T23:45:00Z,6AYCrwqAGJc,1600451,50626,1013
ABC News,Doctors suing Tennessee over the state&#39;s abortion laws,2024-04-04T22:06:23Z,p02LJ7lAoCA,2664,105,91
ABC News,French diver slips during pool inauguration ceremony ahead of Paris Summer Olympics,2024-04-04T21:15:18Z,LswZhgYCNkI,50338,671,57
ABC News,"Major storm brings wind, rain and snow to the Northeast",2024-04-04T20:23:00Z,LCxPvgv3PvY,1043310,26165,194
ABC News,Trump defends social media company Truth Social after stock price falls,2024-04-04T16:18:07Z,QgSNWLwprAA,11501,133,141
ABC News,Nor’easter causes chaos for commuters,2024-04-04T14:30:14Z,TDJGM9tMjiM,13676,109,7
ABC News,"10 dead in earthquake in Taiwan, more than 1,000 injured",2024-04-04T14:06:30Z,UPYI3Nlc0iM,23552,239,34
ABC News,Massive heist in Los Angeles,2024-04-04T11:54:02Z,bChoAZKgGCY,54592,355,175
ABC News,"LIVE: ABC News Live - Wednesday, April 3",2024-04-04T03:39:04Z,D6Ho7Tsuy0w,109467,737,
ABC News,Israeli protesters hold largest anti-government protest since war in Gaza began,2024-04-04T03:38:39Z,Vq_eqixGYvc,1067189,39262,2785
ABC News,"ABC World News Tonight with David Muir Full Broadcast - April 3, 2024",2024-04-04T02:00:24Z,hpQ3LPzKCJE,296931,3851,512
ABC News,Kansas City Chiefs&#39; Rashee Rice apologizes for car crash,2024-04-04T02:00:20Z,YfzQ9zm7aYE,69618,1075,192
ABC News,ABC News Prime: Dangerous weather across U.S.; Deadly Taiwan earthquake; Food aid workers in Gaza,2024-04-04T00:33:39Z,AQmoFVaSf2I,105820,1053,
Fox News,‘The Five’: Are Democrat insiders prepared for Biden to lose?,2024-04-04T22:30:02Z,Q8VVl4fEtS4,254155,5938,1642
Fox News,Fox News&#39; Peter Doocy grills White House on Biden&#39;s shifting Israel support,2024-04-04T21:01:15Z,1azqIYIW_Ho,79559,1203,612
Fox News,Jack Smith is having a ‘temper tantrum’ over this: Leo Terrell,2024-04-04T19:45:00Z,CT-DC8w9YbM,239510,6906,1840
Fox News,Even the Democrats are saying this about Biden: Harris Faulkner,2024-04-04T18:15:01Z,Eys3HhAu5cU,154117,3557,1261
Fox News,&#39;CORRUPTION&#39;: Residents revolt against the &#39;worst mayor in America&#39;,2024-04-04T17:30:06Z,XkBOKq8QL-U,397730,8510,2256
Fox News,First lady called out for sharing Biden&#39;s &#39;temper&#39;,2024-04-04T16:45:00Z,HbGe5bYJ3ok,452446,7660,3239
Fox News,Liberal media is trying to give Biden an out: McEnany,2024-04-04T14:30:03Z,4v8bfD5pwaE,99429,2109,769
Fox News,Gutfeld: Minimum wage jobs are not designed to make a living #shorts,2024-04-04T14:00:48Z,zDmx2ZyJ3fQ,149270,9067,1002
Fox News,"Biden is reviving Dems&#39; 2016 strategy, Lawrence Jones says: &#39;They&#39;re shaming voters&#39;",2024-04-04T13:00:27Z,JGwPtOHgcCg,87541,2300,1129
Fox News,Former Trump official shakes up major battleground race,2024-04-04T11:30:04Z,98Xg0lxoSfU,100322,1881,547
Fox News,"Jill Biden, most Democrats are in ‘denial’: Kellyanne Conway",2024-04-04T08:00:24Z,uIT4Umlv1R0,78482,2275,906
Fox News,This ‘wild’ law is very ‘concerning’: Kerri Kupec Urbahn,2024-04-04T04:30:09Z,XRE7E4yikuI,128312,3199,837
Fox News,Gutfeld: When are Democrats going to admit they got a problem?,2024-04-04T03:30:10Z,UeAkZh2oCsM,270168,11213,1128
Fox News,Sean Hannity: This is a tipping point for the country,2024-04-04T02:50:13Z,LwrcRgO0g54,73080,3013,1033
Fox News,"&#39;IT&#39;S A LIE&#39;: Biden, AG Garland called out for touting &#39;historic&#39; crime efforts in Chicago",2024-04-04T00:50:52Z,vCzQXXmnH6w,55511,1770,488
CNN,Moments before US tourist was killed by charging elephant,2024-04-04T21:58:02Z,jsxAb8D9k4w,283317,3826,317
CNN,Judge rejects Trump’s bid to get Georgia election case dismissed,2024-04-04T18:25:35Z,0G87FCjHzmo,407558,6331,1762
CNN,New details emerge about Afghanistan withdrawal from officials’ testimony,2024-04-04T17:33:29Z,NkofuJ2GOVE,57124,908,641
CNN,Firefighter breaks down as he learns father killed in Russian strike,2024-04-04T16:57:53Z,8KIhVHNka9M,39538,1084,69
CNN,Maggie Haberman on Trump 2024: Rhetoric is &#39;much more apocalyptic&#39;,2024-04-04T16:30:05Z,R5MJz1-dMQ4,240036,3574,1288
CNN,"&#39;Being a villain&#39; helps marketability: Stephen A. Smith on Angel Reese, Caitlin Clark",2024-04-04T15:47:26Z,KSNs8P3MrMY,119597,1194,384
CNN,Anderson Cooper tries on solar eclipse sunglasses,2024-04-04T15:41:48Z,PgrHZo1sUyY,45604,1072,79
CNN,"Candace Parker on &#39;burden of fame&#39; for Angel Reese, Caitlin Clark",2024-04-04T15:00:23Z,FccwpafufPQ,62121,757,266
CNN,Biden and Netanyahu to speak for the first time since 7 aid workers killed in Gaza,2024-04-04T13:23:27Z,X-t8H8bu6zw,45021,556,940
CNN,Nurses rush to protect babies during Taiwan quake,2024-04-04T12:04:19Z,4yFqRKQYQhM,83113,3544,137
CNN,WNBA star reacts to historic ratings for Iowa-LSU women’s game,2024-04-04T12:00:32Z,Qxe4W8EL2pU,47217,1575,102
CNN,Will Truth Social face the same fate as Trump&#39;s casinos?,2024-04-04T11:00:11Z,8AP4e6pVCyY,467868,4565,1814
CNN,The 3 likely outcomes after special counsel rebuked judge in Trump case,2024-04-04T10:45:00Z,BH7_Ai4kHe8,398825,6019,1558
CNN,Former Mueller prosecutor reacts to Jack Smith&#39;s fiery fillings in Trump case,2024-04-04T10:00:12Z,EMb_bMkIBQs,337816,4878,1211
CNN,Why Ty Cobb says Cannon has created a perception of partiality for Trump,2024-04-04T00:57:49Z,hwszzmJFikc,323365,5594,1397
NBC News,Union workers could decide the election. They’re divided.,2024-04-04T21:45:02Z,i6Y5lib5cFA,16460,233,72
