channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,State of emergency declared in Florida following 25 inches of rain,2024-06-13T23:56:21Z,ej032OW1PyY,41597,238,92
ABC News,Girlfriend of rescued hostage Andrey Kozlov shares story of his rescue,2024-06-13T23:46:11Z,eN23q9h0QaM,61122,605,347
ABC News,President Biden strengthens Ukraine&#39;s defense with bilateral security agreement,2024-06-13T20:13:02Z,4nliNSEX2XE,6514,108,146
ABC News,Zelenskyy hails security agreement with U.S.,2024-06-13T19:54:59Z,CcXSAfNiOn8,8862,291,99
ABC News,Biden says he is ‘extremely proud of my son’ and he won’t pardon Hunter after felony conviction,2024-06-13T19:31:53Z,o8GyhOoUzR4,27592,516,395
ABC News,Zelenskyy hails U.S.-Ukraine security agreement,2024-06-13T19:14:36Z,r08TqO-frDk,3418,76,138
ABC News,Biden announces security agreement with Ukraine,2024-06-13T19:04:42Z,ZVGw64uoMzc,17562,412,359
ABC News,Trump delivers remarks following meeting with Republican lawmakers,2024-06-13T18:30:54Z,sV0vKnWN22U,118424,1236,2918
ABC News,New video shows interrogation of Florida woman accused of fatally shooting neighbor,2024-06-13T17:21:13Z,E85qy-POwKI,7269,73,27
ABC News,"Millions brace for flooding, storms and extreme heat across US",2024-06-13T16:30:18Z,u1U_drXUPAw,11230,48,10
ABC News,Medical breakthrough as 8-year-old receives high-tech brain surgery,2024-06-13T15:45:00Z,MT0eVrdmiIE,2812,51,8
ABC News,LIVE: Supreme Court strikes down legal challenge to abortion pill mifepristone,2024-06-13T15:03:21Z,sw-cAo7w-Rw,28421,587,
ABC News,Ukraine-Russia war at top of agenda at G7 Summit,2024-06-13T15:00:38Z,f4e_Z9XwUVY,20408,83,94
ABC News,U.S. Supreme Court unanimously preserves access to abortion pill Mifepristone,2024-06-13T14:52:10Z,_LpsrqMGrhQ,1364,22,13
ABC News,Trump arrives on Capitol Hill to meet with GOP lawmakers,2024-06-13T14:46:37Z,O1jLeaTJqco,15755,171,312
ABC News,Passengers speak out after deadly bus hijacking in Atlanta,2024-06-13T14:31:13Z,iAifffXgrhE,92809,832,244
ABC News,Supreme Court unanimously strikes down legal challenge to abortion pill mifepristone,2024-06-13T14:15:48Z,RU5momtQC8U,7968,163,156
ABC News,State of emergency declared in Florida following flooding,2024-06-13T14:03:14Z,ZpWu50q5jzQ,95905,904,374
ABC News,Hezbollah launches rocket attack on northern Israel,2024-06-13T13:53:53Z,nI6OEbis5zE,103067,678,338
ABC News,"American killed, another injured by electric shock in Mexican hot tub: Police",2024-06-13T13:44:00Z,_TGXpZnUZ4Q,230391,1268,582
ABC News,"Hezbollah militants, Israeli military exchange fire near border  - ABC News",2024-06-13T13:41:16Z,kpLnDCk6h7o,59720,1572,183
ABC News,"Pamela Smart accepts responsibility in husband’s 1990 killing, her lawyer says",2024-06-13T08:52:25Z,XDueRhLfOMw,203983,2734,1286
ABC News,Tony Hale learns to be compassionate as Fear in &#39;Inside Out 2&#39;,2024-06-13T03:30:15Z,Ok7w5UHzKRQ,1711,23,0
ABC News,"LIVE: ABC News Live - Wednesday, June 12",2024-06-13T03:22:37Z,1zbLrdbMxTo,69269,363,
ABC News,Indian American lawmakers discuss the impacts of representation and policy,2024-06-13T02:50:00Z,XdzKttU0yy4,2105,30,21
ABC News,Wrongful evictions and increased rents plague victims of Maui fire 10 months later,2024-06-13T02:11:31Z,g8NgKAI3QSM,9825,97,61
ABC News,Politicians show off their kicks with sneaker day on Capitol Hill,2024-06-13T01:55:39Z,xdtqc7Stu9M,1010,16,3
ABC News,Protestors in New York City call for &#39;Zionists&#39; to leave subway train,2024-06-13T00:40:00Z,xmhU0t1VV2U,215623,2838,5276
ABC News,ABC News Prime: House holds Garland in contempt; Housing in Maui; Indian-American Congress members,2024-06-13T00:31:09Z,F3_tu3TfYUQ,28606,511,
ABC News,Fleet of Russian warships reaches Cuban waters,2024-06-13T00:10:06Z,98d4wh5dt5g,303746,3804,2217
ABC News,"Heavy rain, flash flooding pose safety threat in South Florida",2024-06-13T00:06:31Z,Ry6-2flzU0M,135733,1156,374
Fox News,Judge Jeanine: Biden gives another embarrassing performance on the world stage,2024-06-13T23:45:00Z,QvoFnXDO9o4,596828,12227,4034
Fox News,&#39;The Five&#39;: Trump greeted by a united Republican Party in Washington,2024-06-13T22:45:01Z,zxfbViQB2Bs,315878,8054,2423
Fox News,Trump tells Fox: I have a &#39;pretty good idea&#39; who my VP pick will be,2024-06-13T22:00:05Z,3aAP-YLQWko,258245,4783,2492
Fox News,Kayleigh McEnany: This was uncomfortable to watch,2024-06-13T21:15:00Z,6PKYjj2vimg,506760,8121,2257
Fox News,Trump brings hilarious gift to Logan Paul,2024-06-13T20:30:01Z,JAxagVyTyGo,261525,6473,1403
Fox News,Trump says there&#39;s tremendous unity in the GOP,2024-06-13T20:13:25Z,kN1WP1jFuKM,48908,1586,1231
Fox News,Biden admin considering talks with Hamas without Israel: report,2024-06-13T19:45:01Z,rGAEpJl3sQY,44556,1126,667
Fox News,"Biden, Zelenskyy sign US-Ukraine security agreement at G7 summit",2024-06-13T19:34:56Z,4HXrobfcjj4,37365,380,613
Fox News,McCarthy recalls &#39;awkward&#39; moment with Biden behind closed doors,2024-06-13T19:00:35Z,j2mRPwc9n6I,100062,1827,523
Fox News,"Trump&#39;s conviction is not &#39;legally valid,&#39; Missouri AG argues",2024-06-13T18:15:04Z,uGG5mj-c8W8,196071,5255,1598
Fox News,Trump vows to bring ‘common sense’ back to the US government during NRSC remarks,2024-06-13T17:48:59Z,8taz1jOO65U,207618,5858,2238
Fox News,This is all the direct consequence of Biden&#39;s weak presidency: Sen. Ted Cruz,2024-06-13T17:30:02Z,K_Vqb89M6Dk,40126,1456,506
Fox News,Trump VP odds favorite Gov. Doug Burgum exclusive one-on-one! | Will Cain Show,2024-06-13T17:18:45Z,EIh40CYu5xo,21181,520,71
Fox News,House Republicans investigate DA Bragg&#39;s office post-Trump trial,2024-06-13T17:12:26Z,Z-9hgVxzjXU,192483,3082,1036
Fox News,Democrat warns &#39;we&#39;re headed for another 9/11&#39;,2024-06-13T16:45:01Z,fIm5VKQVNFw,30914,811,472
Fox News,NYPD busts suspected terror plot,2024-06-13T16:00:38Z,hGP68hVtj3o,147990,3773,1480
