channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
CNN,Trump,Haberman speaks out after Trump reportedly glared at her in court,0.0,0.0,0.0
CNN,Trump,"Trump was admonished for his conduct, and potential jurors were grilled about their social media posts. Here’s what happened.",-0.5,-0.4404,0.016666666666666666
CNN,Trump,Hear what happened in court after Haberman reported Trump fell asleep,0.0,0.0,0.0
CNN,Trump,See how Fox News echoed Trump’s lie about son’s graduation,-0.9,0.0,0.0
CNN,Trump,Potential jurors are being questioned over their social media posts. Trump was admonished for visibly and audibly reacting to one.,0.0,-0.5106,0.016666666666666666
CNN,Trump,SCOTUS conservatives appear wary of charge against hundreds of Jan. 6 rioters that could impact Trump,0.0,0.0,-0.5
CNN,Trump,The basic problem with putting Trump on trial,-0.5,-0.4019,0.0
CNN,Trump,How a trial works: Trump’s first criminal case is in court,0.0,-0.5267,-0.07500000000000001
CNN,Trump,Ex-Trump Payroll Corp. attorney guesses why Trump motioned at potential juror,0.0,0.0,0.0
CNN,Trump,The gravity of Trump’s hush money trial,-0.3,0.0,0.0
CNN,Trump,Trump has an unusual request on trial Day 1,0.0,0.0,0.2
CNN,Trump,SCOTUS to hear Jan. 6 case that could undermine charges against over 350 rioters and limit charges against Trump,-0.2,-0.6597,0.0
CNN,Trump,Did Trump fall asleep in court? Why trial is posing challenges for reporters and public,0.0,0.0772,0.0
CNN,Trump,Courtroom sketch artist on what she noticed about Trump jurors,0.0,0.0,0.0
CNN,Trump,"Trump says $175 million bond is financially secure, asks judge to reject New York attorney general’s challenge",0.2,-0.0,0.19545454545454546
CNN,Trump,What Melania did when she learned about Trump’s alleged affair with Stormy Daniels,0.0,0.0,-0.1
CNN,Trump,"Trump says $175 million bond is financially secure, asks judge to reject challenge",0.2,-0.0,0.4
CNN,Trump,Woman dismissed from jury pool describes moment she saw Trump in court,0.0,0.0,0.0
CNN,Trump,There are two criminal trials now taking place: The one in a Manhattan courthouse and the imaginary trial that exists in Trump’s rhetoric,0.0,-0.5267,-0.4
CNN,Trump,Top takeaways from Day 2 of Trump’s trial,0.0,0.2023,0.5
CNN,Trump,The world rushes to court Trump,0.0,0.0,0.0
CNN,Trump,"Your questions about Trump’s trial, answered",0.0,0.0,0.0
CNN,Trump,A jury that will decide Trump’s fate begins to take shape as first criminal trial powers ahead,0.0,-0.5267,-0.07500000000000001
CNN,Trump,Trump slams judge as Day 2 of criminal trial begins,-0.3,-0.5267,-0.4
CNN,Trump,Trump’s extreme rhetoric is a mainstay of his 2024 campaign. Much of it could become a reality if he wins another term,-0.2,0.5719,0.125
CNN,Trump,What we know about the 7 jurors seated in Trump’s trial,0.0,0.0,0.0
CNN,Trump,"Trump’s courtroom conduct got him in hot water with the judge, and seven members of the jury were sworn in",0.0,0.0,0.25
CNN,Trump,Judge scolds Trump for pointing at potential juror,-0.4,0.0,0.0
CNN,Trump,What Melania Trump really thinks about the hush money trial,0.0,0.0,0.2
CNN,Trump,‘No chance’: Scaramucci on Trump testifying in hush money trial,-0.4,0.0,0.0
CNN,Trump,Trump’s stock tumbles again after Truth Social announces it’s getting into streaming,-0.6,0.3182,0.03333333333333333
CNN,Trump,European diplomats in DC scramble to gain access to Trump allies for insights,-0.22877847205303947,0.5267,0.0
CNN,Trump,The prosecutor in the hush money trial told potential jurors Trump was like ‘any other defendant in any other criminal case’,0.0,-0.2263,-0.1625
CNN,Trump,SCOTUS hears Jan. 6 case that could undermine charges against over 350 rioters and limit charges against Trump,-0.5,-0.6597,0.0
CNN,Trump,Prospective jurors are appearing for the selection process. Trump lamented he should be campaigning instead of attending court.,-0.3,-0.34,0.0
CNN,Trump,Judge Merchan issued a stern warning to Trump for his reaction to a juror in the courtroom,0.0,-0.34,0.0
CNN,Trump,Trump will juggle appearances in courtroom and on campaign trail as hush money trial begins,0.0,0.0,0.0
CNN,Trump,"Trump targets Alvin Bragg, the prosecutor in his criminal case, while visiting site of fatal bodega stabbing",0.0,-0.7845,-0.5
CNN,Trump,Courtroom sketch artist describes Trump’s demeanor in court,0.0,0.0,0.0
CNN,Trump,Did Donald Trump fall asleep in court? Why the trial is posing challenges for reporters and the public,0.0,0.0772,0.0
