channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
CNN,Biden,"James Biden walked lawmakers through the two loans he received from brother Joe Biden, transcript shows",0.0,0.0,0.0
CNN,Trump,"Justices ruled Trump couldn’t be removed from Colorado’s ballot, a sweeping ruling that brushed aside whether he is an insurrectionist",0.0,0.0,0.0
CNN,Trump,"Amy Coney Barrett disagreed\xa0with the majority over Trump, but admonished the liberals instead",0.0,-0.5927,0.0
CNN,Trump,Takeaways from Trump’s historic Supreme Court win,0.5,0.8126,0.4
CNN,Trump,Opinion vanquishes one of the many legal threats against Trump,0.2,-0.3182,0.35
CNN,Trump,Supreme Court’s opinion keeping Trump on Colorado ballot,0.0,0.5574,0.0
CNN,Trump,"Trump will win North Dakota GOP caucuses, CNN projects",0.25,0.5859,0.8
CNN,Trump,Will Trump’s legal strategy work? Hear what John Dean thinks,0.0,0.128,0.2
CNN,Trump,Retired judge predicted SCOTUS wouldn’t allow Trump on the ballot. Hear his reaction to their ruling,0.0,0.2263,0.0
CNN,Trump,Sinéad O’Connor’s estate wants Donald Trump to stop using her music,0.0,-0.296,0.2
CNN,Trump,Texts reveal shadowy role witness played in defense attorney’s push to disqualify Willis from Trump election case,-0.8,0.4404,0.0
CNN,Trump,Super Tuesday may underline Trump’s transformation of the GOP,0.0,0.5994,0.3333333333333333
CNN,Trump,Maine confirms Trump’s ballot eligibility after SCOTUS ruling,0.3,0.0,0.0
CNN,Trump,Ex-Trump Org. CFO pleads guilty to perjury charges,0.0,-0.7783,-0.5
FOX,Biden,Major conservative group shares website that 'Joe Biden doesn't want you to see',-0.2,0.2448,0.0625
FOX,Biden,"Dems, Cookie Monster blame companies for ‘shrinkflation,’ not Biden",0.0,-0.34,0.0
FOX,Biden,State lawmakers hammer Biden for after his ex-border chief speaks out,-0.667,0.0,0.0
FOX,Biden,Biden supporters are citing one major concern ahead of the 2024 election,0.0,0.4404,0.0625
FOX,Biden,Liberal activist claims Michigan protest vote meant to ‘save Biden from himself’,-0.25,-0.25,0.0
FOX,Biden,Biden's got 3 make or break tests this week and Democrats are oblivious,-0.4275,0.0,0.0
FOX,Biden,Texas lawmakers hammer Biden for 'never' speaking to his top border official,-0.4,0.2023,0.5
FOX,Biden,First on Fox: Major conservative group unveils Bidenomics.com to target president's economic policies,0.239,0.0,0.1708333333333333
FOX,Biden,"Dems joins Cookie Monster in blaming companies, not Biden, for 'shrinkflation'",-0.8,-0.4939,0.0
FOX,Biden,Biden approves disaster declaration for December flooding in Vermont,0.0,-0.34,0.0
FOX,Biden,Michael Moore claims Michigan uncommitted vote trying to 'save Biden from himself': 'Working against' Dems,-0.2,0.4939,0.0
FOX,Biden,LIZ PEEK: Biden's got 3 make or break tests this week — and Democrats are oblivious,-0.5,0.0,0.0
FOX,Biden,Larry Kudlow: Americans have no confidence in President Biden,-0.8333333333333334,0.2732,0.0
FOX,Biden,JESSE WATTERS: The left can't process how horrible a president Biden has been,-1.0,0.431,-0.5
FOX,Trump,CNN host mourns Supreme Court decision letting Trump run in Colorado,-0.5,0.0516,0.0
FOX,Trump,Legal experts speak out after SCOTUS ruling keeps Trump on the ballot,0.0,0.128,0.2
FOX,Trump,Supreme Court rules unanimously for Trump in Colorado ballot disqualification dispute,0.5,0.2263,0.0
FOX,Trump,Trump scores slew of Republican presidential nomination victories ahead of Super Tuesday,0.0,0.5994,0.3333333333333333
FOX,Trump,Supreme Court decision allowing Trump to stay on ballot leaves cable news host forlorn,-0.4,0.5574,0.0
FOX,Trump,"Trump takes ND, inches closer to nomination ahead of Super Tuesday contests",0.6,0.5994,0.3333333333333333
FOX,Trump,Democratic lawyer taunting Trump's 'tough jury pool' in DC sparks backlash,-0.5,-0.128,-0.3888888888888889
FOX,Trump,Haley ends Trump's undefeated streak with first primary victory ahead of Super Tuesday,0.2,0.5994,0.3277777777777778
FOX,Trump,Trump says Supreme Court ruling in Colorado case is 'unifying and inspirational',0.0,0.7845,0.5
FOX,Trump,Attorney general breaks down what Supreme Court’s Trump ballot ruling really means,0.0,0.5574,0.03148148148148148
FOX,Trump,NBA Hall of Famer Charles Barkley threatens any Black person flaunting Donald Trump's mugshot,-0.5,-0.3818,-0.16666666666666666
FOX,Trump,Cable news host mourns Supreme Court decision letting Trump run in Colorado,-0.7,0.0516,0.0
FOX,Trump,HOWARD KURTZ: Justices find common ground restoring Trump to ballot,0.427,0.296,-0.3
FOX,Trump,Colorado secretary of state reacts to Trump's 9-0 Supreme Court victory,0.0,0.5574,0.0
FOX,Trump,Speaker Johnson slams Dems over report they'll act after SCOTUS hands Trump a victory,0.0,0.0,0.0
FOX,Trump,How left and right justices found common ground in restoring Trump to the ballot,0.0,0.296,-0.004761904761904763
FOX,Trump,Legal experts react to Supreme Court ruling keeping Trump on the ballot,0.0,0.6249,0.2
FOX,Trump,SCOTUS indicated 'chaos would ensue' if states could disqualify candidates like Trump: West Virginia AG,0.0,-0.296,0.0
FOX,Trump,WATCH LIVE: Trump scores unanimous SCOTUS victory in landmark ballot battle,0.0,-0.3182,0.13636363636363635
FOX,Trump,Ramaswamy warns liberal justices 'buying political latitude' with 9-0 ruling as more Trump cases lie ahead,0.0,-0.1027,0.25
FOX,Trump,"Sinéad O'Connor's estate, record label demand Trump stop playing her music at rallies: 'Biblical devil'",0.0,-0.743,0.0
FOX,Trump,WATCH LIVE: Reactions pour in after Trump's 9-0 SCOTUS victory in landmark ballot battle,0.0,-0.3182,0.13636363636363635
FOX,Trump,Supreme Court Trump Ruling Breaking Keith Olbermann,0.0,0.5574,0.0
FOX,Trump,"Trump inches closer to the GOP nomination with ND caucus win, Super Tuesday next",0.0,0.8271,0.37777777777777777
FOX,Trump,Ramaswamy sees potential fine print in 9-0 Supreme Court ruling for Trump,0.0,0.6597,0.20833333333333334
FOX,Trump,Speaker slams House Dems as they attempt to reverse SCOTUS order keeping Trump on ballot,-0.5,0.0,0.0
FOX,Trump,Former President Trump speaks to Fox & Friends on Super Tuesday morning,0.0,0.7906,0.16666666666666666
FOX,Trump,Trump maintains grip on GOP nod with victory in North Dakota caucuses,0.0,0.0,0.0
FOX,Trump,State attorney general breaks down what Supreme Court’s Trump ballot ruling really means,0.0,0.5574,0.03148148148148148
NBC,Biden,House GOP still plans to call Hunter Biden to testify publicly as support for impeachment wanes,0.0,0.4019,0.0
NBC,Biden,"$100K photos, Colbert and a fashion doyenne: Details of the Biden fundraiser with three presidents",0.0,0.0,0.0
NBC,Biden,House GOP still planning to call Hunter Biden to testify publicly as support for impeachment wanes,0.0,0.4019,0.0
NBC,Trump,Trump co-defendant seeks to enter new testimony in effort to disqualify Georgia DA Fani Willis,0.0,0.0,0.13636363636363635
NBC,Trump,Trump wins the North Dakota Republican caucuses,0.0,0.5719,0.3
NBC,Trump,What to watch on Super Tuesday: Why the delegate math shows Haley has little room to stop Trump,0.0,0.4522,0.07291666666666666
NBC,Trump,Trump co-defendant seeks to enter new testimony in effort to disqualify DA Fani Willis,0.0,0.0,0.13636363636363635
NBC,Trump,Trump compares migrants to Hannibal Lecter in 'The Silence of the Lambs',0.0,0.0,0.0
NBC,Trump,Supreme Court rules states can't kick Trump off the ballot,0.0,0.5574,0.0
NBC,Trump,Super Tuesday preview and Supreme Court's Trump ballot ruling: Morning Rundown,0.0,0.8176,0.3333333333333333
