channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
CNN,Biden,What Biden needs to know about Gaza,0.0,0.0,0.0
CNN,Biden,Biden takes a political risk with his invitation to Israeli officials,0.0,-0.2732,0.0
CNN,Biden,"Thousands shelter from Kyiv missile barrage, hours after Biden’s national security adviser visits",-0.084,0.34,0.0
CNN,Biden,First on CNN: Oversight Committee Democrats invite Giuliani associate Lev Parnas as witness for Biden impeachment hearing,0.0,0.1531,0.25
CNN,Biden,"Cyberattacks are hitting water systems throughout US, Biden officials warn governors",-0.2,-0.1027,0.0
CNN,Trump,NY attorney general says appeals court should disregard Trump’s claim it’s impossible to get a bond,0.0,-0.2732,-0.3083333333333333
CNN,Trump,Trump’s dangerous $600 million problem,-0.25,-0.7003,-0.6
CNN,Trump,Melania Trump teases potential return to the campaign trail,0.0,-0.296,0.0
CNN,Trump,Trump says altered photo of Princess of Wales ‘shouldn’t be a big deal’,-0.2,0.0,0.0
CNN,Trump,Schumer slams Trump criticism of his Israel speech as ‘unadulterated antisemitism’,-0.6,-0.4404,0.4
CNN,Trump,Judge allows Trump and co-defendants to appeal order letting Fani Willis continue on 2020 election case,0.0,0.0,0.0
CNN,Trump,Michael Cohen on how former Trump aide’s life will change in prison,0.0,-0.5106,0.0
CNN,Trump,Panic mode sets in for Trump as he faces deadline for massive bond,-0.75,-0.5106,0.0
CNN,Trump,Real estate CEO: Trump could sell Mar-a-Lago ‘quickly’ to secure bond,0.2,0.34,0.30000000000000004
CNN,Trump,Trump says any Jewish person who votes for Democrats ‘hates their religion’ and ‘everything about Israel’,0.0,0.0,0.0
CNN,Trump,Real estate CEO says Trump could sell Mar-a-Lago ‘quickly’ to secure $464 million bond,0.0,0.34,0.30000000000000004
CNN,Trump,Trump wants January 6 civil lawsuits against him put on hold while he fights criminal charges,-0.2,-0.8316,-0.1
CNN,Trump,Michael Cohen on how former Trump aide Peter Navarro’s life will change in prison,0.0,-0.5106,0.0
CNN,Trump,Melania Trump is asked if she’ll return to the campaign trail. Hear her reply,0.0,0.0,0.0
FOX,Biden,Biden admin hires accused 'sex offender lover' who calls to abolish sex offense registry,0.0,-0.2263,0.0
FOX,Biden,"Obama, Pelosi to rally for Biden on Obamacare anniversary",0.0,0.0,0.0
