channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
CNN,Biden,"US defense commitments to Japan and Philippines remain ‘ironclad,’ Biden says",0.0,0.25,0.0
CNN,Biden,Biden\xa0to give Taiwan’s TSMC $6.6 billion to ramp up US chip production,0.0,0.0,0.0
CNN,Biden,Meet Biden’s biggest fans. Here’s what they’d change about the President,0.0,0.0,0.0
CNN,Biden,Biden says US defense commitments to Japan and Philippines remain ‘ironclad’ as he hosts key meeting,0.0,0.25,0.0
CNN,Biden,Biden says US defense commitments to Japan and Philippines remain ‘ironclad’ as he hosts key meeting amid China tensions,0.0,-0.1779,0.0
CNN,Biden,US airlines ask Biden administration to block additional flights to China,0.0,-0.4404,0.0
CNN,Trump,Hear how Trump plans vengeance if he wins White House,0.0,0.5719,0.15
CNN,Trump,Trump is recreating his web of chaos at home and abroad,0.0,-0.5719,0.0
CNN,Trump,How OJ Simpson’s ‘trial of the century’ opened the door to Trump’s presidency,0.0,0.0,0.0
CNN,Trump,DeSantis tells donors he plans to help fundraise for Trump,0.0,0.4019,0.0
CNN,Trump,European diplomats scramble to gain access to Trump allies for insights,0.0,0.5267,0.0
CNN,Trump,RNC under Lara Trump spreads ‘massive fraud’ claims about 2020 election,0.0,0.0,0.0
CNN,Trump,Pastors respond after Trump says Christianity is under attack,0.25,-0.4767,0.0
CNN,Trump,State prosecutor to investigate Georgia Lt. Gov. Jones and his role as Trump fake elector,-0.874,-0.4767,-0.5
CNN,Trump,Trump poses unique challenges for jury in his hush-money trial,-0.125,0.0772,0.375
CNN,Trump,"Conservatives deal another blow to Speaker Johnson, defeating FISA rule after Trump\xa0push",0.0,-0.3818,0.0
CNN,Trump,‘Extraordinary accommodation’: Reporter on rare location for Trump hearing,0.0556,0.0,0.31666666666666665
CNN,Trump,How Speaker Johnson helped Trump’s attempts to overturn the 2020 election,-0.7,0.0,0.0
CNN,Trump,Why Trump’s gag rule Hail Mary won’t work in hush money case,-1.0,-0.2732,0.0
CNN,Trump,Law enforcement will deploy robust security package around Trump for New York hush money trial,0.1,0.5859,0.13636363636363635
CNN,Trump,FBI interview transcript reveals how Trump aide characterized boxes at Mar-a-Lago to investigators,0.134,0.0,0.0
CNN,Trump,Zelensky says he will listen to Trump’s ideas to end war in Ukraine ‘with pleasure’,0.5,-0.5994,0.0
CNN,Trump,European diplomats in DC scramble to gain access to Trump allies for insights,0.0,0.5267,0.0
CNN,Trump,The most powerful elected Republican will meet with Trump as the former president’s allies threaten to topple his speakership,-0.2,0.1263,0.26666666666666666
CNN,Trump,Trump looms over fight to oust Speaker Johnson,-0.5,-0.4939,0.0
CNN,Trump,How OJ Simpson’s ‘trial of the century’ reshaped the national media and opened the door to Donald Trump’s presidency,0.0,0.0,0.0
CNN,Trump,Trump and Johnson build alliance on falsehood of stolen election,-1.0,-0.4939,0.0
FOX,Biden,Biden's '20th century' blunder during White House presser sparks critic reaction,-0.26,-0.2732,0.0
FOX,Biden,Liberal NYT columnist rejects polls saying Americans struggling in Biden's economy,-0.3,-0.7184,0.0
FOX,Biden,"Kim Jong Un promises 'death blow' to potential enemies, ignores Biden's request for cooperation",-0.7,-0.765,0.0
FOX,Biden,Gun groups slam Biden admin over new ATF rule: 'Weaponizing every tool',-0.5,-0.6124,0.13636363636363635
FOX,Biden,Seattle small business owner rips Biden for passing the buck on inflation: 'Ashamed he's my president',-0.8,-0.4767,-0.25
FOX,Biden,‘Drives me absolutely insane’: Sticker shock at the pump as gas prices up over 50% since Biden took office,-0.7,-0.4336,-1.0
FOX,Biden,"JESSE WATTERS: You have to be a narcissist to be president, but Biden is a special case",-0.6,0.5499,0.35714285714285715
FOX,Biden,Biden mocked after 'I'm in the 20th century' gaffe: 'Finally got something right',-0.3,-0.3182,0.09523809523809523
FOX,Biden,Food costs soar as Biden hands out massive $7.4B in student loan handout,-0.6,0.0,0.0
FOX,Biden,Small business owner 'ashamed' of Biden: 'He doesn't know anything',-1.0,0.0,-0.25
FOX,Biden,Biden's new $7.4B student loan handout comes as price of eggs is up 104% since he took office,-0.25,0.0,0.13636363636363635
FOX,Biden,Biden preparing to clamp down on the gun industry with new rule for firearm sellers,-0.3,-0.34,-0.009595959595959616
FOX,Biden,Biden screwed up life for young voters and it could cost him dearly,-0.5,-0.1027,0.1
FOX,Biden,The Biden administration’s electric vehicle agenda is not only flawed — it's biased,-0.4,-0.2732,-0.25
FOX,Biden,Biden mocked for '20th century' gaffe: 'Finally got something right',-0.5,-0.3182,0.09523809523809523
FOX,Biden,Biden skewered for claims about his family's academic history: 'Pathological liar',-1.0,-0.5106,0.0
FOX,Biden,"House Republicans turn up heat on Biden to broker ‘expedient release’ of Hamas hostages, support Israel",-0.4567,0.4019,0.0
FOX,Biden,"Republicans unveil effort blocking Biden's crackdown on oil, gas drilling",-0.6,-0.3818,0.0
FOX,Biden,Biden falsely claims inflation was 'skyrocketing' when he took office,-1.0,0.0,-0.4000000000000001
FOX,Biden,Biden moves to require more gun sellers to run background checks,0.125,-0.4005,0.5
FOX,Biden,Gas prices up over 50% since Biden took office: ‘Drives me absolutely insane',-1.0,-0.4576,-1.0
FOX,Biden,"Biden scrambles for notes, 'list' of reporters to call on during presser with Japanese PM",-0.45,0.0,0.0
FOX,Biden,Advocates say Biden admin's new rule is latest effort to ‘criminalize’ lawful gun owners,-0.7,-0.34,0.21212121212121213
FOX,Biden,House Republicans urge Biden to secure release of Israeli hostages held by Hamas,0.0,0.34,0.4
FOX,Biden,"Biden's COVID-19 spending comes back to bite as inflation remains high, economists say",-0.8,0.0,0.08
FOX,Biden,Biden's COVID-19 spending comes back to bite as inflation remains high: economists,-0.5,0.0,0.08
FOX,Biden,Stuart Varney: President Biden refuses to address reality,-1.0,0.0,0.0
FOX,Biden,Advocates say Biden admin’s rule is latest move in push to ‘criminalize’ lawful gun owners,-1.0,-0.34,0.25
