channel,target,headline,sentiment_gemini,sentiment_vader,sentiment_textblob
CNN,Biden,Biden and Harris team up for a rare joint appearance in North Carolina to take on GOP over health care,0.4,0.4939,0.3
CNN,Biden,RFK Jr.’s VP pick is a missile aimed at Biden,-0.307,0.0,0.0
CNN,Biden,Apple customers love Apple. The Biden administration thinks they could do better,0.5,0.7964,0.5
CNN,Trump,Takeaways from Trump’s wild day in court,0.0,0.0,0.1
CNN,Trump,Late night shows react to Trump’s legal woes,0.0,-0.34,-0.04999999999999999
CNN,Trump,Trump tells ‘mind-bogglingly nonsensical’ story about the New York Stock Exchange,-0.7,0.0,0.3181818181818182
CNN,Trump,NY judge issues gag order on Trump in hush money trial,0.0,-0.34,0.0
CNN,Trump,Haberman reveals what Trump’s aides are saying privately about hush money case,0.0,0.0,0.0
CNN,Trump,Former Trump campaign official subpoenaed in Arizona probe of efforts to overturn 2020 election,-0.5,0.0,0.0
CNN,Trump,Trump’s DJT stock creates a unique new ethical nightmare,-0.75,0.6597,0.23712121212121215
CNN,Trump,Trump’s Truth Social is now a public company. Experts warn its multibillion-dollar valuation defies logic,-0.4,0.2263,0.016666666666666666
CNN,Trump,Trump is just 3 weeks from becoming the first ex-president to go on trial,-0.9,0.0,0.35
FOX,Biden,Biden's DEI mandates on employers fail American workers,-1.0,-0.5423,-0.25
FOX,Biden,Fishing industry sounds alarm over Biden's destructive energy agenda,-0.6,-0.6486,-0.6
FOX,Biden,GOP senator blasts Biden admin's claims about abortion travel policy,-0.25,0.0,0.0
FOX,Biden,Biden concedes to pro-Palestinian protesters after multiple interruptions,-0.3,-0.5574,0.0
FOX,Biden,Biden says US government should fund rebuilding of collapsed bridge,0.0,-0.2732,0.0
FOX,Biden,Legal experts raise alarm on President Biden's 'plan B' student loan handout,-0.5,-0.2263,0.2
FOX,Biden,"Biden admin locks $6B in climate funding behind DEI, inclusivity requirements",-0.25,0.0,-0.4
FOX,Biden,Fmr Navy SEAL rips Biden’s Afghanistan withdrawal after Mark Milley grilled on Capitol Hill: ‘Abject failure’,-0.82,0.0258,-0.3166666666666667
FOX,Biden,Comer dampens prospects of Biden impeachment in new fundraising email,-0.2,0.296,0.13636363636363635
FOX,Biden,SEAN HANNITY: Biden made the Baltimore bridge collapse all about himself,-0.8,-0.4939,0.0
FOX,Biden,"Dem campaign call reveals panic mode over RFK Jr.'s White House bid, scramble to save Biden re-election hopes",-0.7,0.4019,0.0
FOX,Biden,Critics charge Biden with abandoning Israel as tensions with Jewish state grow,-0.75,-0.7579,0.0
FOX,Biden,'Moderate' senator in battleground state voted with Biden almost 100% of the time: 'Can't run from his record',-0.1,-0.4019,0.0
FOX,Biden,"WATCH LIVE: President Biden, VP Harris to deliver remarks on economy, healthcare",0.0,0.0,0.13636363636363635
FOX,Biden,'Moderate' senator's Biden history at odds with Democrat's narrative,-0.5,0.0,0.0
FOX,Biden,"WATCH LIVE: Biden vows to help rebuild collapsed bridge, RFK Jr. announces VP pick",0.0,0.1531,0.13636363636363635
