channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,Taylor Swift releasing new album,2024-04-18T22:54:46Z,PYs1BPIOndo,13852,135,36
ABC News,LIVE: Former President Donald Trump attends day 3 of hush money trial in NYC,2024-04-18T21:43:58Z,vSD4cMhISfc,401276,1645,
ABC News,What&#39;s next for Trump as historic hush money trial is set to get underway,2024-04-18T21:36:34Z,iKIzBu75_xg,5514,83,41
ABC News,Justice Department nears settlement with Larry Nassar victims: Sources,2024-04-18T21:30:02Z,TmpAqMndDzY,3015,27,10
ABC News,Trump makes remarks after full jury seated in hush money trial,2024-04-18T21:29:35Z,YrX7fzyhcFM,25328,302,641
ABC News,Full jury seated for Trump&#39;s hush money trial,2024-04-18T20:56:40Z,n8chBkq2KHQ,119617,1854,592
ABC News,Disturbing video shows people pulling bear cubs from a tree to take photos with them,2024-04-18T19:36:28Z,BnMbYwHyvAU,310967,4214,1184
ABC News,Jury selection continues in Trump hush money trial,2024-04-18T19:12:40Z,EnH6Hm72s9s,24577,299,100
ABC News,Students hold pro-Palestinian protest at Columbia University after president&#39;s congressional hearing,2024-04-18T19:04:57Z,9z7gQ8v6FQw,37890,308,715
ABC News,Kennedy family endorses Pres. Biden in 2024 election,2024-04-18T18:33:02Z,B4K_OfMnTD0,42428,1133,690
ABC News,"US issues new sanctions on 16 people, 2 groups after Iran attacks",2024-04-18T18:11:52Z,WNGUDO3zSnA,22086,205,248
ABC News,Biden gets endorsement of Kennedy family members at campaign event,2024-04-18T17:54:48Z,ZwT6jEqHHk8,4462,118,130
ABC News,Prince William attends first royal engagement since Princess Kate’s cancer reveal,2024-04-18T17:15:00Z,2DGDkiahDGk,5628,83,9
ABC News,"Sarah Huckabee Sanders under fire for spending $19,000 in taxpayer funds on a lectern",2024-04-18T17:00:29Z,mf5P0Y19Ofc,19197,379,448
ABC News,House Speaker Mike Johnson faces threat of removal from inside GOP,2024-04-18T16:47:01Z,H-buEfh92KM,21116,304,237
ABC News,New National Geographic docuseries explores the ‘Secrets of the Octopus’,2024-04-18T16:25:28Z,0One8juPvFU,7493,87,7
ABC News,Raptors&#39; Jontay Porter banned for life for sports betting,2024-04-18T16:00:30Z,N8u5Mf301jc,4151,21,32
ABC News,CDC and FDA investigate fake ‘Botox’ injections,2024-04-18T15:30:04Z,CA4TEvoexwM,35966,25,15
ABC News,Robert F. Kennedy Jr.&#39;s sister tells ABC News the &#39;point here today is electing Joe Biden&#39;,2024-04-18T15:15:03Z,l3PHJZzsPYk,29373,249,993
ABC News,Hundreds of ballerinas gather at New York&#39;s Plaza Hotel to break world record,2024-04-18T15:06:37Z,y3KP-Ty5c38,367225,19690,265
ABC News,Bryan Kohberger’s lawyers outline alibi night on night of Idaho college murders,2024-04-18T15:00:45Z,oDZsg6SPshE,70327,642,528
ABC News,At least 27 reported tornadoes touch down in 7 states,2024-04-18T14:33:46Z,SBOV3O_6tDM,7599,38,2
ABC News,Juror excused after concerns over aspects of identity made public,2024-04-18T14:26:59Z,a2BmXFKeOXw,181437,2107,818
ABC News,911 outages reported in at least 4 states,2024-04-18T14:23:06Z,5lzVFdOkrsw,11735,153,61
ABC News,911 outages affecting several states overnight,2024-04-18T13:52:08Z,yqg6jB6EyR8,24215,782,78
ABC News,What&#39;s next in Trump hush money trial as it enters Day 3 of jury selection,2024-04-18T13:52:15Z,ZjdTSmhS1os,45844,482,254
ABC News,"Jurors reflect on deliberating Mary Winkler verdict, 17 years later",2024-04-18T10:00:09Z,BqcGTpd8VHw,2185,11,8
ABC News,New documentary examines relationship between hip-hop and the presidency,2024-04-18T05:00:27Z,VTnkVTbhwa8,1532,19,19
ABC News,George Takei on his new children’s book &#39;My Lost Freedom&#39;,2024-04-18T04:30:14Z,cXUAXNf7eEE,1644,36,11
ABC News,Supreme Court to weigh in on criminalization of homelessness,2024-04-18T04:00:38Z,zTtFVH8jgd8,257652,2888,3592
ABC News,University of Southern California cancels valedictorian’s speech citing security concerns,2024-04-18T03:30:08Z,ES2IMJUllKk,17548,267,446
