channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,"Taylor Swift&#39;s new album, breaks records on first day of release",2024-04-19T23:25:08Z,nO1_dJaDOFQ,29193,343,72
ABC News,Famine in Gaza: A timeline of how the hunger crisis is unfolding,2024-04-19T23:18:37Z,RqpEs_dcOKI,5223,68,47
ABC News,TSA explosives detection canine gets retirement party,2024-04-19T22:00:11Z,HpbyWD515hw,527639,26329,493
ABC News,LIVE: Former President Donald Trump attends day 4 of hush money trial in NYC,2024-04-19T21:43:28Z,MP9-4x8RHLo,244281,1077,
ABC News,What was Israel’s intention with the latest retaliation against Iran?,2024-04-19T21:41:24Z,YdcvMm0TBCg,98153,602,394
ABC News,Former President Trump addresses reporters after full jury seated,2024-04-19T21:28:10Z,6pWonLhyO4I,19875,212,310
ABC News,Man sets himself on fire outside courthouse where Trump is on trial,2024-04-19T19:58:06Z,wV8B0hCIMUA,18031,173,255
ABC News,"Remembering Columbine, 25 years later",2024-04-19T19:03:24Z,omq9u7yF_6Q,66025,1688,253
ABC News,Man sets himself on fire outside New York court as Trump trial was going on,2024-04-19T18:32:10Z,gLv-p1QV3C8,175664,1526,1371
ABC News,3rd Republican Paul Gosar joins motion to oust House Speaker Mike Johnson,2024-04-19T17:15:00Z,GmT5TACHeSs,40929,521,457
ABC News,Gymnast Morgan Price becomes first HBCU student to win a national title,2024-04-19T16:30:04Z,Dx-dcezd9sc,3887,101,15
ABC News,Trump trial: Prosecutors choose not to reveal planned witness identities in criminal trial,2024-04-19T16:00:40Z,mkPhSu55PCQ,50297,544,456
ABC News,Netflix’s ‘Unlocked’ jail experiment hit show under investigation,2024-04-19T15:45:02Z,oG6840U7wM4,130809,359,254
ABC News,Jury seated in Trump criminal trial: who are the 12 jurors who will decide the hush money case?,2024-04-19T14:45:00Z,a0jV2HfPsTc,23338,291,209
ABC News,Growing pressure on House Speaker Mike Johnson over foreign air bills,2024-04-19T14:27:59Z,K8civxPf2v4,7274,69,98
ABC News,Israel responds to Iran attack,2024-04-19T14:09:08Z,ZNPmKRCoSDY,243796,1463,949
ABC News,Two airplanes narrowly missed colliding at Washington’s Reagan National Airport,2024-04-19T13:00:27Z,XU907TfPJkM,37675,354,173
ABC News,Columnist apologizes for inappropriate comments made at Catlin Clark,2024-04-19T12:30:03Z,67DmA3gcsT0,4271,22,18
ABC News,Sec. Blinken gives remarks on Israel’s retaliation against Iran,2024-04-19T11:59:21Z,kUgdQbnEzVU,8477,71,110
ABC News,Israel has retaliated against Iran according to a senior US official,2024-04-19T07:57:40Z,ME-c0eOyjYQ,88752,646,417
ABC News,"Air defense can be seen over Isfahan, Iran",2024-04-19T06:25:09Z,jRHzTprxr8I,20736,364,42
ABC News,How data surveillance and constant algorithms impact society,2024-04-19T06:00:24Z,tn5g7HiGFnI,1313,31,8
ABC News,Lil Rel Howery on taking on a dramatic role in the new film &#39;We Grown Now&#39;,2024-04-19T05:00:12Z,PzIXqDPuRyA,941,13,2
ABC News,"Hozier shares glimpse into writing process for latest album, &#39;Unreal Unearth&#39;",2024-04-19T04:30:27Z,jxB0wAswl8g,12028,367,18
ABC News,"Israel retaliates against Iran, U.S. official says",2024-04-19T03:45:28Z,ybyzoF3Th4E,159542,1286,590
ABC News,"After Columbine: Tragedy, trauma and triumph",2024-04-19T03:30:19Z,wGKf3N-FSXE,71391,1155,215
