channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,Police chase after runaway piglet,2024-06-15T21:00:01Z,1mScr5K-2q0,35038,763,51
ABC News,FAA investigates Southwest Jet plunge over Pacific Ocean,2024-06-15T19:45:00Z,HrDdL-U0lt8,26646,915,74
ABC News,Princess Kate returns to public eye since cancer diagnosis,2024-06-15T19:03:30Z,kxGQ9kV7fzE,60593,3275,175
ABC News,Search for American missing on Greek island,2024-06-15T18:40:09Z,MDEuucY1fzc,14807,403,11
ABC News,Dallas Mavericks decisive win in Game 4 of the NBA finals,2024-06-15T18:30:05Z,4p0YdxeYhmQ,4943,35,4
ABC News,Amusement park ride leaves guests hanging upside down,2024-06-15T17:30:01Z,BJGVIwryq98,37922,197,49
ABC News,How robot pets are helping seniors face loneliness,2024-06-15T17:00:14Z,N4EipCvWGp0,2289,42,14
ABC News,Search for missing American hiker in Greece,2024-06-15T16:40:00Z,M1r2rjyI0wY,60342,262,138
ABC News,Kamala Harris attends Global Peace Summit,2024-06-15T15:45:01Z,Jp1GquOcNKY,6436,55,98
ABC News,Supreme Court reverses bump stock ban,2024-06-15T15:29:28Z,a6MEnnq-xwY,15512,122,291
ABC News,FAA investigates Southwest jet plunge,2024-06-15T14:42:14Z,Unu0hCb180c,25233,175,108
ABC News,Florida declares state of emergency due to flooding,2024-06-15T14:20:41Z,WSuwM4NZS4A,98941,910,664
ABC News,LGBTQ+ asylum-seekers search for safety in U.S. after persecution abroad,2024-06-15T14:00:30Z,SFuRShKUzS4,4043,86,90
ABC News,LIVE: Kate Middleton and royal family attend Trooping the Colour 2024 at Buckingham Palace,2024-06-15T12:49:05Z,2HaQYLB0Shg,99608,840,
ABC News,Kate Middleton and royal family attend Trooping the Colour parade,2024-06-15T12:29:04Z,iTjVOZV2T1E,171269,2110,542
ABC News,How will crime impact the 2024 election?,2024-06-15T12:00:20Z,PViI2XYH33Q,9734,323,100
ABC News,Making blue-collar jobs cool again,2024-06-15T10:00:26Z,Y__fWM4XE5Y,1525,32,6
ABC News,How to make air travel seamless this summer,2024-06-15T09:30:03Z,Fn7zyvht0Js,2051,29,6
ABC News,‘Queer Eye’ celebrates 20 years on air,2024-06-15T09:00:23Z,HN1wYw08Pkw,1409,16,8
ABC News,Nearly 30 people stuck on upside down amusement park ride,2024-06-15T08:52:12Z,0aefT1tGLDM,60528,1396,147
ABC News,Navy dad flies 17 hours to surprise son at high school graduation.,2024-06-15T08:30:08Z,WndJYcqsA7w,163551,2923,111
ABC News,Princess Kate to make 1st public appearance since announcing cancer diagnosis,2024-06-15T08:03:26Z,utgHJQSi15I,13721,213,64
ABC News,"LIVE: ABC News Live - Friday, June 14",2024-06-15T03:39:01Z,A8O3GHBdybQ,85089,617,
ABC News,Ron Howard on directing &#39;Jim Henson: Idea Man&#39;,2024-06-15T03:00:24Z,W6AkQCdeh-w,3845,35,8
ABC News,Las Vegas shooting survivor reacts to bump stock decision,2024-06-15T02:20:34Z,-kDKw-DuC_A,5868,57,112
ABC News,Southwest plane came within 400 feet of the ocean near Hawaii as it descended,2024-06-15T01:50:00Z,mVnK8KSGemk,179749,1235,718
ABC News,Powerful thunderstorms expected to affect millions along Northeast&#39;s I-95 corridor,2024-06-15T01:30:14Z,LizL_TCxAeE,7959,70,7
ABC News,"ABC World News Tonight with David Muir Full Broadcast - June 14, 2024",2024-06-15T01:00:18Z,jEA_QZ-K3Xs,518677,4895,533
ABC News,ABC News Prime: Supreme court bump stock ruling; Secrets of 2X2 church; Ron Howard on Jim Henson doc,2024-06-15T00:30:56Z,AItwhohPxRQ,44140,487,
Fox News,Our nation in being ‘laughed at’ all over the world: Trump,2024-06-15T23:00:08Z,JYWozFaeRAg,99846,9436,1221
Fox News,Biden lectures on gun safety after Hunter’s guilty verdict,2024-06-15T22:00:12Z,RVuur_zzwPw,52888,1556,853
Fox News,"&#39;Stupid government spending&#39; is the issue, not the debt, Ken Fisher says",2024-06-15T21:30:04Z,rCFOeCn8ExE,26234,597,480
Fox News,‘HIDE AND GO SEEK’: US officials grapple with growing terror threat,2024-06-15T20:45:00Z,22IjNoFHn4s,81495,1750,761
Fox News,WATCH: Texas police save woman from losing $40K to scammers #shorts,2024-06-15T20:00:09Z,WdU2WSnBFHE,76105,5624,331
Fox News,Americans believe in something called fairness: Tom Emmer,2024-06-15T20:00:15Z,w3psgjMrGkk,21720,657,519
Fox News,"Biden is inching us ‘closer and closer’ to another Cold War, retired US general warns",2024-06-15T19:15:00Z,VE2F7hHh-Jg,57112,1104,792
Fox News,GOP rep says he ‘can&#39;t believe’ Dems are against this key military bill,2024-06-15T18:30:16Z,CpNcDKN3XJ8,49988,1203,840
Fox News,‘PICTURE OF ELEGANCE’: Kate Middleton’s appearance makes the family look ‘united’,2024-06-15T17:45:02Z,oO2WNURvCbQ,55509,1474,517
Fox News,Rep. Tom Emmer outlines the choice voters have in 2024 #shorts,2024-06-15T17:00:38Z,skAMXejVN7Y,56764,4630,322
Fox News,&#39;GET IT DONE GUY&#39;: Kevin O&#39;Leary throws support behind Trump VP contender,2024-06-15T17:00:00Z,0Ux0sqeuWds,168994,3174,959
Fox News,Biden is ‘normalizing’ Russia’s actions: Joseph Humire,2024-06-15T16:15:00Z,-_U0syC0XhM,98003,1715,1113
Fox News,"When George Clooney snaps his fingers, Biden jumps: Charlie Hurt",2024-06-15T15:30:20Z,zSWzFTo1MiY,119597,1825,1300
Fox News,&#39;PIVOTAL MOMENT&#39;: Kate Middleton makes first public appearance since cancer diagnoses,2024-06-15T14:45:00Z,9FGEICrlhqQ,34254,937,349
Fox News,‘BRILLIANT’: Jerry Seinfeld gifts youngest son flip phone,2024-06-15T14:00:21Z,Ri1500Lzu8E,38601,1617,376
Fox News,‘OUTRAGEOUS’: Biden admin gets pushback on regulating appliances,2024-06-15T13:15:04Z,_QJzJ_W3H8A,103072,5262,1586
Fox News,Jesse Watters: This was Trump&#39;s &#39;close encounter&#39; with aliens,2024-06-15T10:00:04Z,2fo73-PEAVo,64385,2996,1069
Fox News,Trump is his own network: Kevin O’Leary,2024-06-15T09:00:39Z,n8z-jaFJPP8,75550,1665,544
Fox News,Why polls find that young voters are moving from Biden to Trump,2024-06-15T08:00:33Z,fdCq4stshrw,65911,1439,900
Fox News,Liberal pundit slams Republican voters as the &#39;real problem&#39;,2024-06-15T07:00:08Z,8FjlUN73ugM,44536,1117,739
Fox News,Sean Duffy: The liberal media is &#39;pulling their hair out&#39;,2024-06-15T06:00:08Z,GTHE5tdsh8g,105127,2605,935
Fox News,The VP should follow in Trump’s footsteps: Sen. Tim Scott,2024-06-15T05:00:04Z,58czueQio9k,38345,1320,759
Fox News,Gutfeld: Team Trump put out a mega supercut of Biden&#39;s &#39;greatest hits&#39;,2024-06-15T03:45:01Z,TxC5hg6QyFg,844148,21514,2990
Fox News,Kayleigh McEnany: This report about Biden is &#39;disturbing&#39;,2024-06-15T03:00:32Z,fyaIQM2XXEA,595035,10597,3111
Fox News,Vivek Ramaswamy: We have a &#39;lobotomized&#39; president in the White House,2024-06-15T02:15:02Z,qKLEJ11hsjI,274750,7187,1926
Fox News,Jesse Watters: The Biden campaign claimed this was &#39;disinformation&#39;,2024-06-15T01:30:04Z,Aqmxj4JB6Vw,328348,9798,2158
Fox News,Detroit voters reveal what moves residents to Trump,2024-06-15T01:15:01Z,LdWaeEaFgag,106812,2776,652
Fox News,Judge Jeanine: Trump makes Democrats completely lose their minds,2024-06-15T00:15:03Z,dnP436umTe0,275808,10356,2573
CNN,"What messages Putin is trying to send with warships, according to ex-CIA operative",2024-06-15T22:16:36Z,hQMuTi6wCN8,349501,3744,2145
