channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,Remote workers setting new trends for workday habits,2024-06-11T23:27:36Z,6i4evg0QEXY,7087,57,16
ABC News,Study finds some Gen Zers are bringing their parents to job interviews,2024-06-11T23:00:23Z,mEVMEzn5AsQ,27891,314,212
ABC News,House committee considering contempt charges against Attorney General Garland,2024-06-11T22:36:39Z,odn0xdqVmKo,6500,84,124
ABC News,"Pres. Biden arrives in Delaware, embraces son Hunter following conviction",2024-06-11T22:25:27Z,6sK-AO3dShU,12478,93,117
ABC News,6-year-old girl killed by badminton racket while vacationing with family in Maine,2024-06-11T21:37:05Z,9iavojsH1ns,57950,649,251
ABC News,4 Iowa college instructors stabbed while visiting China,2024-06-11T21:31:13Z,2v-BhuzR5SE,7495,59,41
ABC News,Pres. Biden speaks at gun violence prevention conference,2024-06-11T20:30:01Z,LBDi45Wh9uw,28290,345,382
ABC News,New Jersey native gifted Mickey Mantle baseball bat in 1963 stuns appraiser at Antique Roadshow,2024-06-11T20:30:50Z,5FZY9f_GgTw,681354,26157,276
ABC News,Pres. Biden delivers remarks at parents’ gun safety advocacy conference  | ABC News,2024-06-11T18:57:54Z,mtA_5UJ4cTs,7835,63,10
ABC News,Special counsel David Weiss holds press conference following Hunter Biden verdict,2024-06-11T17:49:41Z,hNfpfXGXxnE,9640,139,157
ABC News,SPECIAL REPORT: Hunter Biden found guilty on all three counts in federal gun trial,2024-06-11T17:38:48Z,s_qG_AWtoro,162958,1263,738
ABC News,LIVE: Special Counsel Weiss makes statement following Hunter Biden guilty verdict,2024-06-11T17:18:09Z,Rnl5BAaa-Ts,3319,28,25
ABC News,Hunter Biden releases statement following guilty verdict,2024-06-11T16:58:53Z,-q0N8gDbyd8,93781,900,1633
ABC News,President Biden reacts to son Hunter Biden&#39;s guilty verdict,2024-06-11T16:19:05Z,bP1U5jEkFbY,62351,612,1049
ABC News,How to save on your summer vacation,2024-06-11T16:00:23Z,TKOvdljDhkA,665,6,1
ABC News,Elon Musk says Apple devices will be &#39;banned&#39; at companies after OpenAI integration,2024-06-11T15:55:00Z,LF8lALIYaBY,141861,1483,589
ABC News,"Hunter Biden unlikely to serve time after being found guilty, expert says",2024-06-11T15:51:38Z,g8bBXCLWLf4,2345,31,35
ABC News,Hunter Biden found guilty on all counts in federal gun trial,2024-06-11T15:48:50Z,LFa-f3ZURKE,9921,235,81
ABC News,Attorney for rapper Young Thug to report to jail,2024-06-11T15:35:00Z,iJsmMVzlwKc,15957,177,63
ABC News,"6 states under heat alerts, expected to break record-high temperatures",2024-06-11T15:33:38Z,O2keJPBPO3I,2354,18,4
ABC News,Hunter Biden found guilty on all counts in federal gun trial,2024-06-11T15:27:22Z,MCcaxcDYBh8,95879,1170,1806
ABC News,Sandy Hook survivors share memories ahead of graduation,2024-06-11T15:15:03Z,TloWsy-RJHw,388679,6927,1172
ABC News,Miami apartment fire forces emergency evacuations,2024-06-11T15:00:12Z,6rwOxspWgk4,3715,21,7
ABC News,Medical debt could disappear from your credit report under new proposal,2024-06-11T14:40:00Z,4dKH4lEQkxQ,7210,125,45
ABC News,New video shows hostages rescued by Israel in high-stakes operation in Gaza,2024-06-11T14:18:26Z,TE789K1pEcg,27624,266,213
ABC News,FBI says violent crime dropped compared to last year,2024-06-11T14:00:13Z,AP26kFacpXo,1027,15,43
ABC News,‘BRATS’ | Andrew McCarthy on the Brat Pack | June 13 on Hulu,2024-06-11T13:58:40Z,pEQdw9I_i-s,4690,44,14
ABC News,Two Supreme Court justices caught on secret recordings,2024-06-11T13:45:01Z,VHplwNwfgiQ,41679,602,675
ABC News,Trump and Biden are tied in 538&#39;s new election forecast,2024-06-11T13:32:59Z,fStRWYAR7vw,45047,501,963
ABC News,UK girls soccer team goes undefeated in boys league,2024-06-11T08:46:30Z,gQhYmX6SKXY,3921,81,83
ABC News,One step closer to verdict in Hunter Biden federal gun trial,2024-06-11T08:47:24Z,Lsk05FV-3gc,11802,126,286
ABC News,Luis Miranda Jr. on his &#39;Relentless&#39; spirit and the 2024 presidential election,2024-06-11T03:00:39Z,yNerZCDNYk4,1087,18,2
ABC News,Biden speaks at White House event celebrating Juneteenth: “Black history is American history”,2024-06-11T02:30:11Z,9Li2sBtQ_hY,25456,306,275
ABC News,"ABC World News Tonight with David Muir Full Broadcast - June 10, 2024",2024-06-11T02:00:00Z,0LsmOT9UdBU,443420,5226,659
ABC News,Fire engulfs Miami apartment building where man was found shot inside,2024-06-11T01:27:11Z,VkEXCyCB-wI,3306,37,7
ABC News,Donald Trump faces New York pre-sentencing probation interview,2024-06-11T00:45:46Z,cRh6NI1GPxk,23004,253,342
ABC News,4 hostages rescued in Israeli operation that took weeks of planning,2024-06-11T00:38:44Z,dBfRXkOPKYA,135868,1848,1084
ABC News,"ABC News Prime: Hunter Biden trial deliberations, Apple AI features, Megan Statler&#39;s new film",2024-06-11T00:30:49Z,r6KAvcPOPfA,45903,556,61
Fox News,"Gutfeld: For Hunter Biden, there&#39;s just too much to ignore",2024-06-11T23:18:19Z,QAp41ZaNINY,95624,3990,1070
Fox News,&#39;The Five&#39; reacts to Hunter Biden&#39;s guilty verdict,2024-06-11T22:29:01Z,gD4zCu79-3w,374572,11589,4218
Fox News,Hunter Biden&#39;s laptop contains more crimes: Katie Pavlich,2024-06-11T21:45:03Z,pIm-eoCDvSA,209536,5848,1951
Fox News,Biden set to visit Hunter after guilty verdict,2024-06-11T21:00:34Z,plPc0P4zrSA,24053,563,489
Fox News,Biden calls for assault weapons ban after son Hunter&#39;s conviction,2024-06-11T20:15:00Z,Bqy51n5kSGU,37856,464,1791
Fox News,Kayleigh McEnany: This is the great irony of Hunter Biden&#39;s conviction,2024-06-11T19:30:01Z,Pp4PQtu7F7Y,407167,9754,3436
Fox News,Biden heckled at gun control conference after Hunter&#39;s firearms conviction,2024-06-11T18:56:57Z,9Wu6se8z-Ps,649473,6121,8276
Fox News,Biden speaks at gun control meeting after Hunter&#39;s firearm conviction,2024-06-11T18:52:58Z,MJfTp0WQe4s,40526,634,961
Fox News,Hunter Biden convicted: Reporter shares courtroom details after &#39;extraordinary&#39; verdict,2024-06-11T18:30:00Z,0DzZYabmrzE,28404,760,551
Fox News,Hunter Biden juror speaks out after guilty verdict: &#39;Politics played no part in this&#39;,2024-06-11T17:45:00Z,HY3JGIOe76I,91244,1426,1080
Fox News,Hunter Biden GUILTY! Reaction with Miranda Devine | Will Cain Show,2024-06-11T17:05:59Z,ZZ9UuSVoU8M,81437,2561,315
Fox News,President Biden addresses Hunter&#39;s conviction,2024-06-11T17:00:07Z,BgZeLluOYK0,605433,9102,6814
Fox News,Judge Pirro lays out why Hunter Biden could get jail time,2024-06-11T16:15:00Z,4EHXNOfE2yA,56722,2112,990
Fox News,Hunter Biden found guilty on all counts in federal gun trial,2024-06-11T15:25:32Z,wyLTLwKn5Ww,624302,16362,11519
Fox News,Pelosi makes stunning admission in uncovered Jan. 6 tape,2024-06-11T15:00:46Z,qK6Tq8V4Ebk,355395,6084,2316
Fox News,Judge Jeanine: The evidence is clear,2024-06-11T14:22:04Z,L4Y7XMlZnog,73988,2447,955
Fox News,&#39;Frozen&#39; Biden concerns viewers at White House event,2024-06-11T13:45:00Z,0No_-WVyzXc,558079,9572,5336
Fox News,Biden suffers through a series of bizarre blunders: Hannity #shorts,2024-06-11T13:15:05Z,SRkJZnZaSu4,116133,4248,1616
Fox News,Peter Doocy: Things are bleak for Biden,2024-06-11T13:01:00Z,tBoq6_SD0eg,644127,10951,3209
Fox News,Residents left shocked by $165M luxury high-rise for homeless,2024-06-11T12:15:08Z,rxkYCcNzlR8,110076,1945,1301
Fox News,"He spent $30,000 on makeup?!: Gutfeld",2024-06-11T10:45:02Z,gVXktDr3qfE,68032,3233,563
Fox News,Biden&#39;s border executive order is only &#39;political cover&#39;: Sen. Ron Johnson,2024-06-11T10:00:39Z,j07fcAnUDp0,23777,1440,471
Fox News,This trial is in ‘Biden town’: Jonathan Turley,2024-06-11T09:15:02Z,Sg5u-dtPa_o,39701,1415,497
Fox News,You can’t ‘bully people’ into political conformity: Arroyo,2024-06-11T08:30:08Z,WlirWTXc6I0,24910,801,262
Fox News,The Democrats are going to replace Biden: Tomi Lahren,2024-06-11T07:45:01Z,W4lJj9Do94g,820870,10165,4256
Fox News,This has never happened in the history of our country: GOP lawmaker,2024-06-11T07:00:31Z,khqB1sk3PXI,24257,952,243
