channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
ABC News,Russia and North Korea strike alliance,2024-06-19T23:51:32Z,EPjkzSPfgSk,70756,333,385
ABC News,Tropical Storm Alberto slams Gulf Coast,2024-06-19T23:42:05Z,FhggGtqjL0Y,166337,905,172
ABC News,"Nvidia is now the most valuable company in the world, surpassing Microsoft",2024-06-19T21:09:18Z,5KePsrMPSOA,4197,57,9
ABC News,"Alex Murdaugh&#39;s son, Buster, sues media companies in defamation lawsuit",2024-06-19T19:38:18Z,C24yCABueGs,10939,75,66
ABC News,Former President Donald Trump on campaign trail in Milwaukee,2024-06-19T19:33:00Z,RaoPTwOC6UE,12334,145,156
ABC News,White House cancels high-level meeting with Israeli officials,2024-06-19T19:08:20Z,aRtG2oTbwN0,19502,159,177
ABC News,GOP lawmaker caught on camera pouring water into Dem colleague&#39;s bag - ABC News,2024-06-19T18:56:10Z,wmYR1V-990s,114418,2582,1336
ABC News,Remembering the birthplace of Juneteenth,2024-06-19T17:59:09Z,HIIktK0zxNk,5041,77,58
ABC News,Gay couple suing NYC over lack of IVF health coverage,2024-06-19T16:34:26Z,7Y7UFetdU_0,2723,32,70
ABC News,"Watch Good Morning America – Wednesday, June 19, 2024",2024-06-19T16:30:10Z,w5v6lIQJvYM,38630,397,28
ABC News,Los Angeles school board votes to ban cell phones in classrooms,2024-06-19T16:11:28Z,XfoFhTsQLdk,12636,198,190
ABC News,"Tropical Storm Alberto forms in Gulf, becomes first named storm",2024-06-19T15:32:58Z,lRHQqKmFVw4,24919,201,37
ABC News,Justin Timberlake arrested and charged with driving while intoxicated in NY,2024-06-19T14:56:40Z,ztRi22T220c,4272,30,18
ABC News,Syracuse home explosion sends 11 to hospital after collapse,2024-06-19T14:45:00Z,7ohphQDuaoo,10323,130,27
ABC News,10 Million Names Project restores African American family histories,2024-06-19T14:46:08Z,8Qw2z6GqygU,990,27,18
ABC News,Florida Rep. Matt Gaetz under investigation: New details on House ethics probe,2024-06-19T14:30:10Z,LFJM4qkZfGo,65509,1000,609
ABC News,Boeing CEO Dave Calhoun testifies on Capitol Hill about whistleblower claims,2024-06-19T14:15:00Z,DZBW0hTIV24,4803,20,16
ABC News,"Opal Lee, Grandmother of Juneteenth, marks major milestone",2024-06-19T13:50:28Z,wBVJm1NZoIc,4618,173,50
ABC News,"Record heat takes hold in US, breaking 90 degrees in midwest and northeast",2024-06-19T13:38:45Z,w-9glcM4b2U,26900,445,195
ABC News,Environmental protesters spray orange material onto Britain&#39;s Stonehenge #news #protest #stonehenge,2024-06-19T13:04:27Z,V475pIypuHc,54974,874,574
ABC News,24 charged in alleged drug-cartel money laundering scheme,2024-06-19T12:00:39Z,XjVO3pvMouE,6903,70,52
ABC News,Megachurch founder Robert Morris resigns after sexual abuse allegations,2024-06-19T11:30:02Z,6jn06FYoLKw,78978,802,1047
ABC News,Baseball legend Willie Mays dies at 93,2024-06-19T11:08:00Z,EJzPDXgEAao,6064,195,37
ABC News,Republicans use election security as campaign tactic,2024-06-19T02:24:25Z,uZO4A6hBImE,4091,47,69
ABC News,Celine Dion makes red carpet comeback,2024-06-19T01:54:23Z,MYtRp3HPGeY,50588,157,21
ABC News,"ABC World News Tonight with David Muir Full Broadcast - June 18, 2024",2024-06-19T01:30:30Z,jNnLL3WVoEg,600779,6333,803
ABC News,Migrant charged in alleged sexual assault of 13-year-old girl in NYC,2024-06-19T01:12:30Z,4ofQANZKS3U,47146,487,642
ABC News,Justin Timberlake arrested for DWI,2024-06-19T00:56:14Z,IrsoE_aSZak,248873,1501,1471
ABC News,Putin makes rare visit to North Korea to meet with Kim Jong Un,2024-06-19T00:50:26Z,AKrxmn_SrgQ,155275,1090,878
ABC News,ABC News Prime: Heat wave across eastern U.S.; WH executive actions for immigrants; WI voter battle,2024-06-19T00:30:18Z,5GiD9THHQOQ,36073,269,
ABC News,"LIVE: ABC News Live - Monday, June 17",2024-06-19T00:17:19Z,lVxfnuVoUmk,72248,386,
Fox News,&#39;The Five&#39;: Mayoral debate turns into the woke Olympics,2024-06-19T23:00:04Z,ALoCJQde5fk,274801,5936,1288
Fox News,Jesse Watters: Biden&#39;s running the riskiest campaign strategy of all time,2024-06-19T22:14:19Z,SB3ljlGNUt8,227193,6456,1888
Fox News,Israel prepares for possibility of &#39;much larger&#39; war with Hezbollah: Trey Yingst,2024-06-19T21:45:00Z,2xTrZj_ZDac,118612,1598,715
Fox News,NYC migrant rape suspect illegally entered US through Texas,2024-06-19T21:00:00Z,-ie008B5RPA,54683,1578,840
Fox News,Trump judge under fire for leaving gag order in effect,2024-06-19T20:15:02Z,gRaDIxYo0GQ,572491,9392,4637
Fox News,Kennedy: This is elder abuse,2024-06-19T19:30:01Z,Kj1I9rseAt4,413256,9296,3015
Fox News,Media eviscerated for downplaying migrant crime as &#39;fear-mongering&#39;,2024-06-19T18:45:00Z,5GWpyFAPe-s,161354,5952,1754
Fox News,Critics BLAST liberal &#39;hit piece&#39; on GOP women: &#39;Where are the feminists?&#39;,2024-06-19T18:00:07Z,Fb3awZWG5zs,52311,1567,571
Fox News,Climate activists arrested for defacing Stonehenge,2024-06-19T17:15:02Z,bTmZJFIZBfA,63205,1089,858
Fox News,"America AFTER Trump, with Patrick Bet-David! | Will Cain Show",2024-06-19T17:12:38Z,nTSgu206gsc,46318,1613,206
Fox News,Biden&#39;s decline in just three years is noticeable: Byron York,2024-06-19T16:30:14Z,g_4IE-4CacI,53719,1331,903
Fox News,Democrat governor faces tough questions on mom&#39;s murder by migrant,2024-06-19T15:45:02Z,kv63M7HdSLs,80547,2052,1094
Fox News,Fauci finally admits controversial COVID decision was &#39;not a good idea&#39;,2024-06-19T15:00:26Z,YXQbPOxHU7A,49954,1141,925
Fox News,Karine Jean-Pierre: Videos of Biden are &#39;insulting&#39; to Americans,2024-06-19T14:15:04Z,oskhONuGABo,137697,3897,2675
Fox News,NYPD chief of patrol says migrant rape suspect faced &#39;street justice&#39;,2024-06-19T13:30:10Z,GmCYcfr8wt0,330251,7902,2788
Fox News,Jesse Watters: Chuck Schumer is serving salmonella,2024-06-19T13:00:03Z,atTSKGlBU6U,114505,6867,551
Fox News,Ainsley Earhardt: This is so hard to watch,2024-06-19T12:30:02Z,4Kb-PL8LHeQ,891638,11384,3917
Fox News,Biden appears to forget Mayorkas&#39; name in &#39;awkward&#39; moment at White House,2024-06-19T11:30:27Z,gtKvi4z8nx0,274349,4659,2997
Fox News,Doug Burgum on VP speculations: I’m focused on Trump winning in November,2024-06-19T10:45:00Z,0PzfqfKTX7A,28146,683,340
Fox News,Brother speaks out after sister allegedly killed by illegal immigrant,2024-06-19T10:00:38Z,b5cPdR0IeVY,77958,3465,1245
Fox News,Patty Morin: My daughter is more than just a statistic,2024-06-19T09:00:47Z,r_zplMZq1kg,15328,520,273
Fox News,Kayleigh McEnany: Americans don&#39;t believe Biden has the mental acuity to be president,2024-06-19T08:00:26Z,kQIhzF3eO4U,42844,1211,560
Fox News,An illegal migrant committed this crime: Chris Hansen,2024-06-19T07:00:26Z,yIlrYEi38n4,18773,699,302
Fox News,Kellyanne Conway: Biden can lie all he wants,2024-06-19T06:00:00Z,aVo6D42oVW0,57552,1678,604
Fox News,Sen. Tom Cotton: The American people want Trump back in the White House,2024-06-19T05:00:30Z,XRFi3r9_Byc,27588,1272,704
Fox News,‘DEVASTATING’: Mother reacts to arrest of suspect in daughter’s murder case,2024-06-19T04:00:10Z,GbMpxaI1_eE,31979,1119,664
Fox News,Greg Gutfeld: Biden appeared to freeze up #shorts,2024-06-19T03:15:00Z,-y7GQ8i7Vd4,86251,5106,238
Fox News,Gutfeld: Are they off their meds as Trump lives rent-free in their heads?,2024-06-19T02:52:06Z,MD-Wmck_ILs,287024,10278,2091
Fox News,Sean Hannity: Cheap fake videos didn&#39;t cause Biden to mumble and stumble,2024-06-19T02:45:00Z,CsEZMlg4Bz8,105153,8224,694
Fox News,"Jesse Watters: This is all about money, not compassion",2024-06-19T01:30:00Z,a8s-Rz_Ya64,84356,3413,1088
Fox News,Laura: This will be the bankruptcy of America,2024-06-19T00:44:14Z,WYyiYwPG2JE,186269,9706,1989
CNN,Ex-Biden official reacts to Lindsey Graham calling Biden a felon,2024-06-19T23:53:03Z,fyXHVjCPtZM,168221,3708,1799
CNN,See how Russian state TV talked about Putin&#39;s trip to North Korea,2024-06-19T23:38:08Z,EYItYnhRHjo,262332,2726,2500
CNN,‘His planes are literally falling out of the sky’: Hawley on tense hearing with Boeing CEO,2024-06-19T21:23:06Z,hFaJQJW-mr0,89696,1089,767
CNN,"Israel warns of possible ‘all-out war’ after Hezbollah publishes video of military, civilian sites",2024-06-19T18:25:21Z,n_LixBP0vXE,802115,5909,4807
CNN,How are heat waves impacting your health?,2024-06-19T15:53:06Z,2FkTyD6I3AI,42546,415,598
CNN,‘Completely untrue’: Biden envoy to Netanyahu on his comments about US-supplied weapons,2024-06-19T15:42:56Z,GVaNT_6xN3w,75809,704,1092
